"image_name","comment_number","comment","category"
"COCO_val2014_000000223648.jpg","0","A table surrounded by chairs and filled with cooking utensils.","indoor"
"COCO_val2014_000000204805.jpg","0","A boat full of people is on a trailer with wheels.","person"
"COCO_val2014_000000113588.jpg","0","A young man at his workstation examines the monitor of a lap top, with one hand on the keyboard and the other on the mouse.","person"
"COCO_val2014_000000384553.jpg","0","man riding an elephant into water surrounded by forest","animal"
"COCO_val2014_000000337264.jpg","0","two women in a kitchen bottles and lights","person"
"COCO_val2014_000000368402.jpg","0","A woman is holding a large pan in a kitchen. ","food"
"COCO_val2014_000000012448.jpg","0","A baby lies on blue and green bedding next to a teddy bear.","indoor"
"COCO_val2014_000000252219.jpg","0","City dwellers walk by as a homeless man begs for cash.","outdoor"
"COCO_val2014_000000079841.jpg","0","There are two different people riding bikes down the street.","vehicle"
"COCO_val2014_000000087038.jpg","0","Athletes performing tricks on a BMX bicycle and a skateboard.","sports"
"COCO_val2014_000000174482.jpg","0","A bicycle is locked up to a post","outdoor"
"COCO_val2014_000000515289.jpg","0","A geoup of people on bicycles coming down a street.","accessory"
"COCO_val2014_000000562150.jpg","0","A young girl is holding a small cat.","vehicle"
"COCO_val2014_000000542145.jpg","0","A toilet and a sink in small bathroom.","kitchen"
"COCO_val2014_000000412151.jpg","0","Two people in a shop looking at a bike.","kitchen"
"COCO_val2014_000000403385.jpg","0","A view of a bathroom that needs to be fixed up.","appliance"
"COCO_val2014_000000579003.jpg","0","A shower stall with interesting tile is the focal point.","accessory"
"COCO_val2014_000000540186.jpg","0","A large bathroom with cabinets, mirrors and a tub.","appliance"
"COCO_val2014_000000242611.jpg","0","A bathroom with a large sink and mirror opens onto a room with the toilet and bathtub.","indoor"
"COCO_val2014_000000051191.jpg","0","White tiled bathroom with a vanity tub and white flowers.","furniture"
"COCO_val2014_000000269105.jpg","0","There is a potted plant on the back of a toilet","furniture"
"COCO_val2014_000000294832.jpg","0","A clean, spacious bathroom with a large shower stall.","furniture"
"COCO_val2014_000000462565.jpg","0","bike riders passing Burger King in city street","person"
"COCO_val2014_000000144941.jpg","0","A tiled bathroom with a potted plant as a center piece.","furniture"
"COCO_val2014_000000173350.jpg","0","Two small lap dogs in a small bathroom.","animal"
"COCO_val2014_000000060760.jpg","0","A bathroom with a walk in shower currently under repair.","furniture"
"COCO_val2014_000000324266.jpg","0","The bathroom is clean for the guests to use. ","kitchen"
"COCO_val2014_000000166532.jpg","0","This is a shower and bathtub without a shower curtain. ","appliance"
"COCO_val2014_000000360772.jpg","0","A toilet sitting in a bathroom next to a sink.","furniture"
"COCO_val2014_000000006818.jpg","0","This picture looks like a janitors closet with buckets on the floor.","furniture"
"COCO_val2014_000000191381.jpg","0","A clean toilet in a bathroom with a cement floor.","furniture"
"COCO_val2014_000000111076.jpg","0","A white bathroom with white fixtures and tile floor","furniture"
"COCO_val2014_000000340559.jpg","0","A room with stainless steel equipment including sinks and mirrors.","appliance"
"COCO_val2014_000000258985.jpg","0","A white toilet sits on the front lawn.","furniture"
"COCO_val2014_000000509822.jpg","0","The bicycle is locked on the green, metal wall. ","vehicle"
"COCO_val2014_000000321107.jpg","0","A lady riding her bicycle on the side of a street.","accessory"
"COCO_val2014_000000229643.jpg","0","A man takes a picture in the bathroom mirror","appliance"
"COCO_val2014_000000125059.jpg","0","A view of a bathroom shows a toilet, sink and mirror.","kitchen"
"COCO_val2014_000000455483.jpg","0","A bathroom with sinks mirrors and tile flooring.","furniture"
"COCO_val2014_000000436141.jpg","0","a small bathroom with a sink and a toilet.","furniture"
"COCO_val2014_000000129001.jpg","0","The bathroom is clean and ready for us to use.","indoor"
"COCO_val2014_000000232262.jpg","0","an image of a cars driving on the highway","vehicle"
"COCO_val2014_000000061181.jpg","0","there are many taxi cabs on the road","vehicle"
"COCO_val2014_000000166323.jpg","0","A sink is shown in a small bathroom","appliance"
"COCO_val2014_000000580041.jpg","0","A full view of a late evening with many cars parked on the street.","outdoor"
"COCO_val2014_000000326781.jpg","0","Small bathroom area with a blue and white shower curtain hanging. ","furniture"
"COCO_val2014_000000387362.jpg","0","A man that is standing with a mug in front of a mirror.","person"
"COCO_val2014_000000138079.jpg","0","A beige and white three piece bathroom with no shower curtain.","appliance"
"COCO_val2014_000000556616.jpg","0","A parking meter on a street with cars","vehicle"
"COCO_val2014_000000472621.jpg","0","An elegant bathroom features a tub, sink, mirror, and decorations. ","appliance"
"COCO_val2014_000000192440.jpg","0","A bathroom with a white toilet and large shelf full of stuff.","furniture"
"COCO_val2014_000000086320.jpg","0","A bathroom with a vanity cabinet on the wrong wall","appliance"
"COCO_val2014_000000256668.jpg","0","A pair of kitchen tongs on top of a urinal.","furniture"
"COCO_val2014_000000383445.jpg","0","A glazed donut hanging from a metal rod.","vehicle"
"COCO_val2014_000000565797.jpg","0","a cat with a big fluffy tail sitting on top of a car tire ","vehicle"
"COCO_val2014_000000081922.jpg","0","An airplane flies low in the sky over a city street. ","vehicle"
"COCO_val2014_000000050125.jpg","0","An older silver metro bus in a parking lot.","vehicle"
"COCO_val2014_000000364521.jpg","0","A toilet sitting in an outdoor area with a helmet resting on top of it.","furniture"
"COCO_val2014_000000394892.jpg","0","A girl stepping onto a skateboard in the playground","person"
"COCO_val2014_000000001146.jpg","0","A man in a green tie with his eyes closed.","person"
"COCO_val2014_000000310391.jpg","0","An old station wagon with a surfboard on top of it.","electronic"
"COCO_val2014_000000097434.jpg","0","A man that is sitting down next to a cops motorcycle.","vehicle"
"COCO_val2014_000000463836.jpg","0","A man looking down with a backpack on in a house.","person"
"COCO_val2014_000000241876.jpg","0","A blurry picture of a cat standing on a toilet.","furniture"
"COCO_val2014_000000156832.jpg","0","A small bathroom with the toilet seat up.","appliance"
"COCO_val2014_000000480985.jpg","0","The shiny motorcycle has been put on display.","vehicle"
"COCO_val2014_000000458054.jpg","0","A bunch of dirty looking white toilets in a row outside.","furniture"
"COCO_val2014_000000270721.jpg","0","Bathroom shot of non transparent shower glass and toilet.","appliance"
"COCO_val2014_000000462341.jpg","0","A church with a high spire and decorative roof tiles.","indoor"
"COCO_val2014_000000310103.jpg","0","a motorcycle in a driveway with a vanity license plate ","vehicle"
"COCO_val2014_000000032992.jpg","0","A picture of a wooden container with crosses on it.","indoor"
"COCO_val2014_000000122851.jpg","0","A man standing over several bunches of green bananas.","food"
"COCO_val2014_000000540763.jpg","0","A restroom has a toilet and a decorative sun wall plaque.","indoor"
"COCO_val2014_000000331352.jpg","0","A close-up picture of a toilet with a fountain.","appliance"
"COCO_val2014_000000138246.jpg","0","Three horses on a green pasture with an old building in the background.","animal"
"COCO_val2014_000000197254.jpg","0","People walking pass a horse drawn carriage sitting at the curb","person"
"COCO_val2014_000000032907.jpg","0","An old looking toilet sitting out on the side walk.","vehicle"
"COCO_val2014_000000251252.jpg","0","A motor bike parked inside of a building.","person"
"COCO_val2014_000000037675.jpg","0","Horses grazing in a field by a large home.","animal"
"COCO_val2014_000000159537.jpg","0","A large clock tower in front of a clear sky","indoor"
"COCO_val2014_000000268556.jpg","0","A woman on a motorcycle in the middle of the street.","person"
"COCO_val2014_000000271177.jpg","0","A motorcycle is sitting outside on the street near a tree.","vehicle"
"COCO_val2014_000000075051.jpg","0","A small white toilet sitting next to a metal trash can.","furniture"
"COCO_val2014_000000549399.jpg","0","A sport motorbike parked on a pavement close to a building","vehicle"
"COCO_val2014_000000085160.jpg","0","A man works on a laptop placed on a table in a busy office.","furniture"
"COCO_val2014_000000559665.jpg","0","Two men on motorcycles at a stop light","accessory"
"COCO_val2014_000000296649.jpg","0","People are walking and riding motorcycles on the street","animal"
"COCO_val2014_000000019358.jpg","0","A blue bowl holding mashed bananas and oatmeal with a bottle of sugar and cinnamon sitting beside it.","kitchen"
"COCO_val2014_000000459912.jpg","0","Rows of motor bikes and helmets in a city","accessory"
"COCO_val2014_000000015827.jpg","0","Rows and columns of motorcycles in middle of street.","vehicle"
"COCO_val2014_000000394240.jpg","0","A row of motorcycles parked in front of a building.","accessory"
"COCO_val2014_000000510755.jpg","0","Several motorcycles parked beneath trees in a park.","vehicle"
"COCO_val2014_000000175831.jpg","0","Two people on mopeds passing in front of a building.","vehicle"
"COCO_val2014_000000386912.jpg","0","a woman is sitting in front of a desk","indoor"
"COCO_val2014_000000079472.jpg","0","a home office with laptop, printer, scanner, and extra monitor","electronic"
"COCO_val2014_000000502136.jpg","0","a yellow and brown wall a gray door and a sign ","furniture"
"COCO_val2014_000000250108.jpg","0","A corner desk with a laptop and other office equipment","kitchen"
"COCO_val2014_000000491497.jpg","0","A white chair, books and shelves and a tv on in this room.","electronic"
"COCO_val2014_000000315601.jpg","0","a group of motorcycle riders stopped in traffic next to cars","person"
"COCO_val2014_000000437218.jpg","0","A big screen television is sitting on a stand in a room.","kitchen"
"COCO_val2014_000000503707.jpg","0","a street with some motorcycles driving through it","vehicle"
"COCO_val2014_000000184791.jpg","0","A painting of a table with fruit on top of it.","food"
"COCO_val2014_000000074331.jpg","0","An unopened box full of perfectly ripe bananas.","food"
"COCO_val2014_000000579664.jpg","0","The cart has bananas or plantains piled on it. ","food"
"COCO_val2014_000000369763.jpg","0","A man and police officer on the sidewalk next to a motorcycle.","vehicle"
"COCO_val2014_000000199951.jpg","0","a person riding a motorcycle on an enclosed road","vehicle"
"COCO_val2014_000000452684.jpg","0","A large pitcher of some beverage is on the table next to orange slices.","food"
"COCO_val2014_000000213687.jpg","0","A large building with many windows and people riding scooters nearby","person"
"COCO_val2014_000000108094.jpg","0","Two people are riding a red bike down the street.","vehicle"
"COCO_val2014_000000527040.jpg","0","Two birds perched on a bread basked on a table.","person"
"COCO_val2014_000000350341.jpg","0","A bowl of bread and newspaper laid on a table.","furniture"
"COCO_val2014_000000550529.jpg","0","A motorbike sitting in front of a wine display case","vehicle"
"COCO_val2014_000000432176.jpg","0","a green, warped bench outside of a small cottage with a flowers in the window","furniture"
"COCO_val2014_000000281533.jpg","0","A dog watches an animal on the television.","electronic"
"COCO_val2014_000000369826.jpg","0","A flat screen TV with a picture of a person jumping on it.","furniture"
"COCO_val2014_000000551334.jpg","0","A man sitting a desk in front of a TV.","electronic"
"COCO_val2014_000000291380.jpg","0","A car passes by to find a man outside near a TV.","accessory"
"COCO_val2014_000000368978.jpg","0","An airplane taking off over a field next to a forest. ","vehicle"
"COCO_val2014_000000077123.jpg","0","This is the jet engine and side of an airplane.","vehicle"
"COCO_val2014_000000513681.jpg","0","A man in a safety vest holds him arms up as he stands in front of an airplane.","person"
"COCO_val2014_000000348881.jpg","0","View from gate of jet connected to jet way for passengers to board or deplane","accessory"
"COCO_val2014_000000437370.jpg","0","A very nice looking fighter type plane in the grass.","person"
"COCO_val2014_000000078371.jpg","0","A Curtiss P-40 Warhawk taxis along a runway.","vehicle"
"COCO_val2014_000000560623.jpg","0","The view of runway from behind the windows of airport.","vehicle"
"COCO_val2014_000000289173.jpg","0","A plane just outside of a terminal with other planes in the background.","vehicle"
"COCO_val2014_000000052759.jpg","0","A plan parked on the cement near a terminal.","person"
"COCO_val2014_000000289393.jpg","0","Some toy animals on the ground near a picture","animal"
"COCO_val2014_000000568623.jpg","0","A man sitting on a modern bench talking on a phone.","accessory"
"COCO_val2014_000000128939.jpg","0","a white car is pulled up and stopped at a line","person"
"COCO_val2014_000000339974.jpg","0","A traffic signal sitting next to a street at night.","vehicle"
"COCO_val2014_000000561100.jpg","0","a blue small plane standing at the airstrip","vehicle"
"COCO_val2014_000000150410.jpg","0","A man smiles while kneeling beside a miniature airplane.","vehicle"
"COCO_val2014_000000009426.jpg","0","Red and white small plane on partially cloudy day.","vehicle"
"COCO_val2014_000000014869.jpg","0","A green slated park bench under a tree.","outdoor"
"COCO_val2014_000000522713.jpg","0","A bench at the beach next to the sea","vehicle"
"COCO_val2014_000000281221.jpg","0","The giraffe is looking for a place to eat.","animal"
"COCO_val2014_000000440575.jpg","0","a passenger jet plane beginning its ascent over a city in the mountains","vehicle"
"COCO_val2014_000000354533.jpg","0","A motorcycle in the foreground parked in a dirt parking lot","vehicle"
"COCO_val2014_000000181666.jpg","0","The nomadic sheepherd walks behind a large group of livestock in their desert habitat.","person"
"COCO_val2014_000000545959.jpg","0","THERE ARE A LOT OF SHEEPS ON THE GRASS EATING","animal"
"COCO_val2014_000000511058.jpg","0","A hungry giraffe is eating it's food in the zoo.","animal"
"COCO_val2014_000000091227.jpg","0","A giraffe standing in a picture with a field in back.","animal"
"COCO_val2014_000000242139.jpg","0","Large modern buildings on a busy street. ","vehicle"
"COCO_val2014_000000017627.jpg","0","Several cars are parked in front of a building.","person"
"COCO_val2014_000000334321.jpg","0","A large white dog is sitting on a bench beside an elderly man.","animal"
"COCO_val2014_000000381021.jpg","0","City art installation showing a picture of a girl.","person"
"COCO_val2014_000000170629.jpg","0","A group of people at a bus stop boarding the bus.","vehicle"
"COCO_val2014_000000143931.jpg","0","A political candidate advertisement on the side of a coach bus.","person"
"COCO_val2014_000000303818.jpg","0","A fish eye view of a bus rounding a curve on a city street.","accessory"
"COCO_val2014_000000207797.jpg","0","A giraffe stands in the field as the sun goes down.","animal"
"COCO_val2014_000000179558.jpg","0","Two giraffes standing together in an open field zoo den","animal"
"COCO_val2014_000000368117.jpg","0","a street light has the red lights glowing","outdoor"
"COCO_val2014_000000015085.jpg","0","A lone giraffe that is getting a drink of water from a small pond.","animal"
"COCO_val2014_000000467522.jpg","0","A group of giraffes standing near each other. ","animal"
"COCO_val2014_000000040102.jpg","0","Two giraffes stroll past each other near a bush.","animal"
"COCO_val2014_000000403020.jpg","0","Small giraffe sitting on the ground while the sun hits its body.","animal"
"COCO_val2014_000000006005.jpg","0","a couple of giraffes that are walking around","animal"
"COCO_val2014_000000219514.jpg","0","some street signs sitting on a pole next to a street light ","vehicle"
"COCO_val2014_000000521634.jpg","0","A stoplight with street signs on it ","outdoor"
"COCO_val2014_000000125476.jpg","0","An empty red bench in an overgrown garden.","furniture"
"COCO_val2014_000000402559.jpg","0","A large giraffe is standing outdoors near some trees. ","animal"
"COCO_val2014_000000484816.jpg","0","The mirrors of a yellow school bus below a cloudy sky.","vehicle"
"COCO_val2014_000000165547.jpg","0","Table situated in corner of room with a vase for a center piece","indoor"
"COCO_val2014_000000463730.jpg","0","A street with two busses and people walking.","accessory"
"COCO_val2014_000000081561.jpg","0","A large point tower towering over a traffic light.","outdoor"
"COCO_val2014_000000227125.jpg","0","A traffic signal has a pedestrian walk symbol alight.   ","outdoor"
"COCO_val2014_000000189550.jpg","0","a lady with glasses with a giraffe behind her","animal"
"COCO_val2014_000000212663.jpg","0","A bus parked next to another bus at a bus stop.","vehicle"
"COCO_val2014_000000476005.jpg","0","A line of multiple buses parked along a wall.","outdoor"
"COCO_val2014_000000505440.jpg","0","A couple of giraffes that are standing in the grass.","animal"
"COCO_val2014_000000067868.jpg","0","A red park bench sitting in the middle of a flooded area.","outdoor"
"COCO_val2014_000000450263.jpg","0","A young woman sitting on the bench of a pier reading the newspaper","outdoor"
"COCO_val2014_000000241691.jpg","0","A giraffe standing next to a covered structure.","person"
"COCO_val2014_000000450500.jpg","0","A group of people are at an intersection to cross the street.","accessory"
"COCO_val2014_000000545293.jpg","0","a bench in a field near some small trees","outdoor"
"COCO_val2014_000000232894.jpg","0","A young boy standing next to a young girl and a bag of chips.","person"
"COCO_val2014_000000439969.jpg","0","Close up of slightly rusted fire hydrant on the grass.","outdoor"
"COCO_val2014_000000029913.jpg","0","Two eyes painted on a fire hydrant make it look more festive.","outdoor"
"COCO_val2014_000000410437.jpg","0","A fire hydrant and sign covered in snow","outdoor"
"COCO_val2014_000000455859.jpg","0","People in a inner city courtyard watching a performance. ","electronic"
"COCO_val2014_000000235302.jpg","0","A smiling couple in wedding attire on a wooden bench.","person"
"COCO_val2014_000000431573.jpg","0","A red fire hydrant opened and spilling water.","outdoor"
"COCO_val2014_000000290570.jpg","0","Several sheep grazing in a field of tall grass in front of a building.","outdoor"
"COCO_val2014_000000127474.jpg","0","Two young girls in toy fire helmets looking at a fire hydrant.","outdoor"
"COCO_val2014_000000028758.jpg","0","A giraffe and a zebra are on a grassy field.","animal"
"COCO_val2014_000000163020.jpg","0","A duck is flying low above the water.","animal"
"COCO_val2014_000000332654.jpg","0","A freeway sign states Las Vegas north in the background behind a yellow and blue fire hydrant","vehicle"
"COCO_val2014_000000281455.jpg","0","A black and white image showing birds flying over a body of water.","animal"
"COCO_val2014_000000038029.jpg","0","A float in a parade on a sunny day.","person"
"COCO_val2014_000000017756.jpg","0","A large red boat sitting next to a lush green shore.","animal"
"COCO_val2014_000000380932.jpg","0","A fire hydrant in front of a snow covered field, a lake and mountain backdrop.","outdoor"
"COCO_val2014_000000155885.jpg","0","A harbor with boats and lots of birds flying around.","animal"
"COCO_val2014_000000231408.jpg","0","A cat in the foreground and a duck in the background.","animal"
"COCO_val2014_000000305821.jpg","0","A giraffe grazing on a tree in the wilderness with other wildlife","animal"
"COCO_val2014_000000459374.jpg","0","there are blue lights shining threw palm trees ","outdoor"
"COCO_val2014_000000190056.jpg","0","The giraffes crane their necks over the small fence because the fence is small and their necks are not small.","person"
"COCO_val2014_000000121041.jpg","0","A little black bird floats through the waves.","animal"
"COCO_val2014_000000156397.jpg","0","A flock of sheep surrounding two sheep in a raised enclosure.","animal"
"COCO_val2014_000000173574.jpg","0","A group of white sheep in grassy area next to trees.","animal"
"COCO_val2014_000000236182.jpg","0","a sidewalk with a fence, street signs, and a lot of trees along it ","person"
"COCO_val2014_000000460347.jpg","0","A bus traveling on a freeway next to other traffic.","vehicle"
"COCO_val2014_000000208589.jpg","0","A bird in a pot eating a fruit.","food"
"COCO_val2014_000000334405.jpg","0","A bus travels on a road near buildings and parked vehicles","vehicle"
"COCO_val2014_000000267571.jpg","0","Closeup of giraffe's head in front of a stone wall.","animal"
"COCO_val2014_000000073830.jpg","0","A giraffe looks towards the camera in front of other giraffes and zebras. ","animal"
"COCO_val2014_000000158952.jpg","0","A close-up of the stop sign and a street sign.","outdoor"
"COCO_val2014_000000082258.jpg","0","A set of books sitting on top of a shelf.","indoor"
"COCO_val2014_000000308599.jpg","0","Red wooden door with a stop sign requiring ID","outdoor"
"COCO_val2014_000000322864.jpg","0","Two guiding signs are pictured in front of a busy street.","person"
"COCO_val2014_000000351053.jpg","0","A yellow taxi cab parked next to a street sign.","person"
"COCO_val2014_000000157269.jpg","0","a group of people at a street pole attaching a new sign","person"
"COCO_val2014_000000495612.jpg","0","An orange pedestrian crossing sign next to a tall building.","outdoor"
"COCO_val2014_000000095022.jpg","0","a black and white bird with red eyes sitting on a tree branch ","animal"
"COCO_val2014_000000153299.jpg","0","two giraffes are standing together outside a barn","animal"
"COCO_val2014_000000216482.jpg","0","a giraffe sitting in the middle of some grass","animal"
"COCO_val2014_000000358342.jpg","0","A large stately building is adorned with steeple and a tower.","indoor"
"COCO_val2014_000000008665.jpg","0","A woodpecker that is sitting on top of a table.","furniture"
"COCO_val2014_000000573291.jpg","0","Two zebras standing in grassy field next to rocks.","animal"
"COCO_val2014_000000322226.jpg","0","A bunch of wooden cages covered with sheets","outdoor"
"COCO_val2014_000000161470.jpg","0","A small bird diving into a stone container of water.","animal"
"COCO_val2014_000000452224.jpg","0","A brightly colored bird perches on a tree branch.","animal"
"COCO_val2014_000000322654.jpg","0","there are people sitting on the ground painting the street","accessory"
"COCO_val2014_000000110196.jpg","0","a freeway traffic sign writtien in an asian language","furniture"
"COCO_val2014_000000564563.jpg","0","A flock of birds flying high above a snow covered mountain.","animal"
"COCO_val2014_000000093201.jpg","0","a white dog panting wearing a black hat","animal"
"COCO_val2014_000000155877.jpg","0","a number of sheep in a field near a tree","animal"
"COCO_val2014_000000373591.jpg","0","A bird sitting on a branch outside above rocks.","animal"
"COCO_val2014_000000308394.jpg","0","A woman with an umbrella on a commuter train takes a snooze","accessory"
"COCO_val2014_000000338948.jpg","0","A person jumps a blockade with his skateboard.","outdoor"
"COCO_val2014_000000084982.jpg","0","A street sign is printed in both English and foreign languages","furniture"
"COCO_val2014_000000386146.jpg","0","Two birds perched on sticks on the water.","animal"
"COCO_val2014_000000456496.jpg","0","A woman is sitting near a prominent landmark.","animal"
"COCO_val2014_000000074711.jpg","0","Two ducks are swimming in the green colored pond.","animal"
"COCO_val2014_000000531854.jpg","0","Two ducks are swimming outdoors in the water. ","animal"
"COCO_val2014_000000015113.jpg","0","A bird that is on a tree limb.","animal"
"COCO_val2014_000000388325.jpg","0","The large grey house sits on Nirvana Road.","furniture"
"COCO_val2014_000000197461.jpg","0","A very large sheep is standing in the grass.","animal"
"COCO_val2014_000000144053.jpg","0","An intersection has a NYPD security camera sign on a post.","outdoor"
"COCO_val2014_000000271032.jpg","0","There are many birds in and next to the water.","animal"
"COCO_val2014_000000098416.jpg","0","some black and white sheep are grazing on green grass","animal"
"COCO_val2014_000000078522.jpg","0","A sheep standing in the middle of a field.","animal"
"COCO_val2014_000000327807.jpg","0","A woman posing by a train with several small food stands nearby.","person"
"COCO_val2014_000000134778.jpg","0","Birds with long legs walking in the water near a beach.","animal"
"COCO_val2014_000000041888.jpg","0","There are 3 female peacocks together walking around.","animal"
"COCO_val2014_000000518586.jpg","0","A train drives along railroad tracks while a person walks between the tracks.","vehicle"
"COCO_val2014_000000065227.jpg","0","Girl wearing Girl Scouts uniform holding an object in her hand near a fence.","accessory"
"COCO_val2014_000000049633.jpg","0","An angry bird is standing in front of the camera.","animal"
"COCO_val2014_000000476597.jpg","0","Some people standing together in a small room.","accessory"
"COCO_val2014_000000165029.jpg","0","A man wearing a mask with a sbowboarder.","kitchen"
"COCO_val2014_000000129699.jpg","0","Upward view of street sign and traffic light in front of office building.","outdoor"
"COCO_val2014_000000117125.jpg","0","a train on a track near many trees ","vehicle"
"COCO_val2014_000000007211.jpg","0","A train car with blue graffiti on the side of it .","vehicle"
"COCO_val2014_000000356298.jpg","0","a train cart is near a white tank","vehicle"
"COCO_val2014_000000129942.jpg","0","an image of a bird that is perched next to another bird","kitchen"
"COCO_val2014_000000520433.jpg","0","A train car with some graffiti on it on the track","vehicle"
"COCO_val2014_000000183666.jpg","0","A train is making its way past a boarding area.","vehicle"
"COCO_val2014_000000184321.jpg","0","A blue and silver train next to train station and trees.","vehicle"
"COCO_val2014_000000426175.jpg","0","a man standing next to a red train near a train track ","person"
"COCO_val2014_000000249720.jpg","0","She is riding on her bike on the street around the stop sign.","outdoor"
"COCO_val2014_000000409009.jpg","0","High speed train stopped at the train station.","vehicle"
"COCO_val2014_000000554348.jpg","0","A woman photographs a blue railroad car as it peeks out of a tunnel.","vehicle"
"COCO_val2014_000000329486.jpg","0","A red and blue train on a bridge during a cloudy day. ","vehicle"
"COCO_val2014_000000565778.jpg","0","Blue train car sitting on a train track near tunnel.","person"
"COCO_val2014_000000231163.jpg","0","Train stopped at a depot with people milling about.","person"
"COCO_val2014_000000297343.jpg","0","A red stop sign sitting on the floor next to a wall.","outdoor"
"COCO_val2014_000000336587.jpg","0","A stop sign that is attached to a broken wooden pole.","outdoor"
"COCO_val2014_000000463633.jpg","0","Humorous graffiti is pictured on a stop sign.","outdoor"
"COCO_val2014_000000122745.jpg","0","A stop sign on the side of a street.","outdoor"
"COCO_val2014_000000383470.jpg","0","A snow covered but recently plowed street in the city.","outdoor"
"COCO_val2014_000000578292.jpg","0","A KID HOLDING A SIGN BOARD IN A STREET.","person"
"COCO_val2014_000000075748.jpg","0","A blue commuter train traveling through a rural countryside.","vehicle"
"COCO_val2014_000000522778.jpg","0","A construction worker using a jack hammer next to a  woman holding a camera","person"
"COCO_val2014_000000365366.jpg","0","Woman paying at a parking meter next to a car.","vehicle"
"COCO_val2014_000000046743.jpg","0","a woman sits in front of a parking meter ","outdoor"
"COCO_val2014_000000554114.jpg","0","A woman kneeling down in front  of a parking meter.","person"
"COCO_val2014_000000052644.jpg","0","Rows of black parking meters on street next to sand.","vehicle"
"COCO_val2014_000000269394.jpg","0","Two parking meters on the curb, one with some time remaining.","vehicle"
"COCO_val2014_000000117407.jpg","0","A brown striped cat looks at the camera.","animal"
"COCO_val2014_000000183757.jpg","0","Two dogs and a cat on a boat at edge of water.","animal"
"COCO_val2014_000000437609.jpg","0","Woman sitting down and eventually milking a brown Cow. ","animal"
"COCO_val2014_000000219578.jpg","0","A cat and dog napping together on the couch.","animal"
"COCO_val2014_000000434494.jpg","0","A couple of men on a road by a truck.","person"
"COCO_val2014_000000191738.jpg","0","a fat cat sits on a stuffed animal","animal"
"COCO_val2014_000000542510.jpg","0","A man in a funny hat pulling a wagon in the grass.","vehicle"
"COCO_val2014_000000171500.jpg","0","A large truck travelling on a dirt road near trees. ","vehicle"
"COCO_val2014_000000146411.jpg","0","A kitten plays with the shoe laces on a pair of blue shoes.","animal"
"COCO_val2014_000000555705.jpg","0","Two striped cats lying with two sneakers on a ledge.","animal"
"COCO_val2014_000000205103.jpg","0","A cat sitting on a floor next to a pair of shoes.","animal"
"COCO_val2014_000000472795.jpg","0","A cow on a city sidewalk in front of a business.","furniture"
"COCO_val2014_000000235006.jpg","0","An antique red fire engine is parked on the grass.","vehicle"
"COCO_val2014_000000182784.jpg","0","A brown cow standing next to a store with lots of water.","food"
"COCO_val2014_000000054088.jpg","0","A white vehicle being towed by a white and orange tow truck.","person"
"COCO_val2014_000000324383.jpg","0","An orange and white cat sits inside a black suitcase.","animal"
"COCO_val2014_000000224861.jpg","0","A cat sitting on items inside of an open suitcase.","accessory"
"COCO_val2014_000000443303.jpg","0","An orange and white cat laying on top of a bag of luggage.","accessory"
