"image_name","caption"
"Image_1700.jpg","three turtles laying on the sand on a beach near the ocean"
"img-001576_jpg.rf.2a03f5fc451e166c26df0b1c148afa29.jpg","there is a turtle that is laying on the ground in the water"
"Image_15.jpg","A turtle's head is visible above the surface."
"Image_1714.jpg","there is a turtle that is laying on the sand by the water"
"590_jpg.rf.54494ad2f2bac0081baa9ab92769d087.jpg","A giraffe and a turtle coexist in the sea."
"696_jpg.rf.bc99e5fa6f1ba709fa1e49e1159663e4.jpg","A turtle glides through the ocean."
"68_jpg.rf.38fe44279e859cf3352f2e599e68a0ec.jpg","araffe turtle swimming in the ocean with clear water"
"Image_1072.jpg","someone holding a turtle with a pink towel on it ' s hand"
"Image_391.jpg","arafed turtle swimming in the ocean with sun shining through the water"
"img-000169_jpg.rf.29b42a0a67757e1a5dac7752e1f1f8f1.jpg","arafed turtle laying on the beach with a backpack on its back"
"img-000085_jpg.rf.ea8bb8c518ead3c4150b796d9be7275c.jpg","there is a turtle that is laying on the ground next to a hose"
"img-001273_jpg.rf.cd9a9c1a4e801ee8ac2218a94f6e9b6c.jpg","there is a turtle swimming in a pool of water"
"img-001098_jpg.rf.0614c1a4ac8084a5391ef8cbe931c145.jpg","there is a woman swimming in the ocean with a dog"
"Image_29.jpg","there is a turtle that is sitting on a coral reef"
"img-002028_jpg.rf.6ed61d7826594ea6c0f4d4e5f51c0cdf.jpg","araffe turtle laying on the beach with a mountain in the background"
"Image_1728.jpg","there is a turtle swimming in the ocean with a lot of coral"
"332_jpg.rf.7e0c071432cbb989efe7b96ba2f34297.jpg","araffe turtle swimming in the clear water of the ocean"
"Image_385.jpg","there is a turtle swimming in the ocean with a blue background"
"35_jpg.rf.729238ac4549fe7a577507b7aecd2695.jpg","A turtle is seen swimming in a nearby body of saltwater."
"img-001262_jpg.rf.bf7375cb99a8231c0108d247ec0775a6.jpg","there are two turtles in a tank with a person standing next to them"
"245_jpg.rf.aa786e5b457910fca12118924cc4a85a.jpg","araffe turtle swimming in the ocean with grass and water"
"img-001380_jpg.rf.06c9bc40aae50c7f25ccdef8b64014bc.jpg","there is a turtle with many small holes in it ' s shell"
"img-001017_jpg.rf.0c975788a5a6e97a0489f287482f58ca.jpg","A turtle is resting on the beach in the ocean."
"Image_408.jpg","there is a turtle that is looking at the camera"
"img-000918_jpg.rf.77497355695eb691723b95bd1651e808.jpg","arafed turtle laying on the beach with the ocean in the background"
"img-001805_jpg.rf.12d2327cae4eef40df73d74604aa50a9.jpg","a small turtle crawling out of the sand on a beach"
"Image_1099.jpg","arafed turtle swimming in the ocean with a lot of fish"
"img-000322_jpg.rf.0bf3a61cb86fcaee29c85d5256eef80d.jpg","there is a baby turtle crawling on the sand on the beach"
"Image_352.jpg","turtle swimming in the ocean with fish swimming around"
"Image_434.jpg","there is a turtle that is sitting on the coral reef"
"Image_1927.jpg","there is a turtle that is laying down in the water"
"img-000579_jpg.rf.63a36cb84826534469e9bece3e14083c.jpg","araffe turtle on the beach at night with its head turned"
"Image_1933.jpg","A sea turtle glides through the blue waters."
"Image_420.jpg","there is a turtle swimming in a tank with fish in the background"
"img-000039_jpg.rf.56712f49efdf474cba9bebe56f32bc23.jpg","there is a turtle that is laying on the ground"
"Image_193.png","turtle swimming in the ocean with its head above the water"
"img-001524_jpg.rf.81aa7d6570994268c3c7d46488e8db58.jpg","araffe turtle crawling out of the sand on a beach"
"img-000898_jpg.rf.a9df3cd871728a1a68ea8d0e320ad7bf.jpg","there is a turtle that is laying on a towel on a table"
"Image_1112.jpg","A turtle glides through the ocean with a vibrant blue backdrop."
"Image_1674.jpg","A turtle is present in the water."
"img-000241_jpg.rf.1ec0f1e9f155aae58dcb0f4d62404222.jpg","araffe turtle laying on the sand with a harness on its back"
"img-000399_jpg.rf.8a0e887c2ea9a9a0597d25b4ae898fd3.jpg","there is a turtle that is laying on the ground with a harness on"
"img-000982_jpg.rf.eb376f02d198738534d0cdd232a848d2.jpg","there is a turtle that is swimming in a blue tub"
"img-000436_jpg.rf.e8a13a5fcb838f27b23bd9a1b2d5f243.jpg","there is a turtle that is laying on a towel on the ground"
"Image_1660.jpg","A turtle glides through the watery sand."
"692_jpg.rf.5d6a5a82b553bdcaa75aabbf4ca2cdc0.jpg","A small turtle is seen swimming in the clear ocean."
"480_jpg.rf.d066b1f533016027c31644eb75104438.jpg","A green turtle glides through the ocean."
"img-000045_jpg.rf.a5bc31bfd906dd16931685b57504799a.jpg","there is a turtle that is laying on the sand in a container"
"Image_1106.jpg","there is a turtle swimming in the water with its mouth open"
"6ddbe144f5aa08a7.jpg","there is a turtle swimming in the water with a fish in the background"
"Image_1890.jpg","A turtle is in the water, moving its limbs."
"645_jpg.rf.0f7ddcb079f786ce33384bdcc5a17fa7.jpg","A turtle glides through the ocean's crystal-clear waters."
"Image_1648.jpg","there is a turtle swimming in the water with a lot of rocks"
"Image_583.jpg","there is a turtle swimming in the ocean with a lot of water"
"Image_597.jpg","arafed turtle swimming in the ocean with its eyes open"
"img-000221_jpg.rf.f7e3777f6c5f932dd0b817be5d159b4e.jpg","A turtle is resting on the beach near the shore."
"img-000066_jpg.rf.f3e661b3852073c7a513f3f463ef8e15.jpg","there is a turtle laying on the sand on the beach"
"Image_1884.jpg","A turtle has its head visible while gliding through the water."
"img-000711_jpg.rf.01040e76a330cd7ce57825520f8338b0.jpg","a close up of a turtle crawling out of the sand on a beach"
"829_jpg.rf.79e19c07b49a50354326d4a11da3e21b.jpg","A turtle is seen swimming in the open sea."
"68d5634f24961059.jpg","there is a fish that is swimming in the water"
"img-002072_jpg.rf.f08dd3879653d69d06f2b6dc06a11346.jpg","araffe turtle laying on the sand in the middle of a field"
"be57fa47885d2777.jpg","a close up of a turtle with a baby turtle on its back"
"Image_1476.png","A turtle has its head above the water while swimming."
"Image_568.jpg","A turtle coexists with fish in a confined aquatic environment."
"img-000201_jpg.rf.e1b38d99e87325b473cff05c600c849f.jpg","there is a turtle that is laying on the ground next to a plant"
"963_jpg.rf.3d0faf0606b5825a5045c8c01af39567.jpg","A turtle glides through the ocean's surface."
"Image_1310.png","A turtle surfaces in the ocean with its head exposed."
"img-002039_jpg.rf.15bc789fcefea18da26f3feeab0f5b6c.jpg","there is a turtle crawling on the sand near the water"
"Image_226.jpg","there is a turtle that is laying on the grass in the ocean"
"890_jpg.rf.de544869438997f4f138c78d9190e810.jpg","A turtle is seen swimming in a close-up shot of the ocean."
"Image_540.jpg","A turtle is submerged in the water."
"Image_1853.jpg","A turtle swims near a coral reef surrounded by a school of fish."
"Image_1847.jpg","there is a turtle that is laying down on the sand"
"Image_554.jpg","there is a turtle swimming in the ocean with corals"
"Image_232.jpg","A turtle swims near a coral reef alongside a school of fish."
"313_jpg.rf.e078a669d3b8e4f932d7be160db15a65.jpg","araffe turtle swimming in the clear water of a lagoon"
"Image_965.jpg","araffe turtle laying on the sand on a beach with the ocean in the background"
"630_jpg.rf.4d90cbfad291e2210671b10884ac12a7.jpg","A large turtle glides through the ocean's transparent waters."
"Image_1304.jpg","there is a turtle swimming in the ocean with the sun shining"
"img-001596_jpg.rf.d1519a9872591bf9891b11f870386852.jpg","there is a turtle swimming in the water with a jelly"
"634_jpg.rf.1ee39b7cb9090136bdcf08dfd7bbbe99.jpg","A turtle swims through the ocean's clear water."
"img-000474_jpg.rf.ec770c57783b709549fa606b8ec79cb9.jpg","there is a turtle swimming in the water with a plastic hat on its head"
"Image_971.jpg","A turtle is submerged in the water with its jaws ajar."
"img-000890_jpg.rf.d57b0f025f55103329e63542faec5b77.jpg","there is a small boat in the water near a large body of water"
"Image_1462.jpg","there is a turtle that is laying on the water in the ocean"
"img-002068_jpg.rf.f950751fa1b9552bc1d74c9dfc7009c1.jpg","araffe turtle crawling out of the ocean onto the beach"
"Image_959.jpg","there is a turtle swimming in the ocean with a lot of fish"
"Image_781.jpg","A small turtle named Arafed glides through the ocean beneath the sunlight filtering down."
"img-000969_jpg.rf.99e8b121194efbfadda3d29c5b611648.jpg","there is a turtle swimming in the water with fish around"
"img-000923_jpg.rf.90d1633b4662823b539d0798ec09e090.jpg","there is a turtle swimming in the water with a boat in the background"
"942_jpg.rf.df6cc142ea1f015579b7bdc33cff1fc8.jpg","A giraffe wades through the ocean with a turtle alongside."
"268_jpg.rf.4f9e206fc443c003dee4738bdb39c4ab.jpg","araffe turtle swimming in the ocean water with a green background"
"393_jpg.rf.a74f626152f7a01024c259ca855b06a1.jpg","A turtle glides through the ocean's surface waters."
"Image_1338.jpg","turtle on a coral reef with a blue background"
"img-000667_jpg.rf.553ef39421e0bde9e3f05e1c0501fad3.jpg","there is a turtle swimming in a pool with a ball in it"
"img-000604_jpg.rf.8ff1cc977498bdcc94224a4fdf2b4123.jpg","there are many small baby turtles on the sand by the water"
"Image_795.jpg","there is a turtle swimming in the ocean with sun shining on it"
"img-001914_jpg.rf.22b6605745798ce42c74a4fce96f92f8.jpg","there are two people in the water on surfboards in the water"
"38_jpg.rf.6727360a0189fc4357935c12dd58603c.jpg","araffe turtle swimming in the ocean water near the shore"
"img-001377_jpg.rf.921c30ce0a538d4d75f6c1c4c2e67326.jpg","A turtle's head is visible above the water as it swims."
"429_jpg.rf.517e97eb757c742008716e3e21849239.jpg","A giraffe is spotted in the sea with a turtle in the distance."
"img-001885_jpg.rf.62d58df08aaa4cfd67542a1dd10765cb.jpg","there are two turtles on the beach near the water"
"14_jpg.rf.088163fb6f5d813cac61f837eb934b00.jpg","araffe turtle swimming in the ocean near the shore"
"Image_1489.jpg","arafed turtle swimming in the ocean with a scuba diver"
"Image_742.jpg","A turtle is submerged in a vast body of seawater."
"440_jpg.rf.610c0a98fa0443c0d0432c0b69a1bab0.jpg","A turtle is seen swimming in the ocean from a close perspective."
"img-000274_jpg.rf.9278bb3273a265017642ab6a1c88fa83.jpg","they are sitting on the ground with a large turtle on it"
"1111626dd8745d84.jpg","there are two turtles sitting on a rock in the water"
"img-001565_jpg.rf.8515d028905e7ae9301ba9e962d4bed7.jpg","arafed turtle laying on the beach with a rock in the sand"
"Image_756.jpg","there is a turtle swimming in the water with many fish"
"img-001344_jpg.rf.0d8a4632081fe120b64dcd554bd29595.jpg","someone holding a turtle in their hands on a carpet"
"img-000160_jpg.rf.0b44b9af7b69cddd69b290e3c22d4d0b.jpg","A turtle is visible with its head exposed above the surface."
"img-000283_jpg.rf.25b1aa9e0a6b4576c3892973f8218871.jpg","there is a turtle laying on the sand at night"
"img-000804_jpg.rf.66b28896f1e9028ddc000404d13aefd3.jpg","there is a turtle laying on the ground in the dirt"
"220_jpg.rf.92637f48f9e1718f115dc15c9634fa6d.jpg","A small turtle glides through the ocean's clear water."
"img-000665_jpg.rf.7f6ccb67c7fdef89ddf67c7ff602a58d.jpg","A turtle coexists with a fish in the aquatic environment."
"683_jpg.rf.17ae6b8dd6c8f3168f7f0e906b3f88f2.jpg","A turtle swims near the ocean's surface."
"Image_757.jpg","turtle swimming on a coral reef with a fish in the background"
"Image_743.jpg","A turtle is submerged in the sea."
"Image_1488.jpg","turtle on the ocean floor with corals and sponges"
"c44956d362b540e1.jpg","there is a turtle sitting on a log in the water"
"img-001611_jpg.rf.b487f45ee517bbda2652387491f15e91.jpg","there are people standing on the side of a road near a large rock"
"img-001185_jpg.rf.ea6199cce3503e91da71677381b47331.jpg","arafed turtle crawling across the sand towards the ocean"
"Image_183.jpeg","A turtle glides through the ocean under the warm sunlight."
"img-001861_jpg.rf.6fa8aed6db2a59d297add020b3fc15a4.jpg","arafed turtle laying on the beach with its head on the sand"
"img-001641_jpg.rf.f8bde4a6a88258c584cddecc2e269a28.jpg","two turtles laying on the sand in the dark"
"Image_1339.jpg","A turtle is being observed directly."
"Image_227.png","A turtle breaches the ocean's surface."
"img-001772_jpg.rf.c897da2d7a4feb0e612cbe931926dfe6.jpg","araffe turtle laying on the ground with its head above the edge of the road"
"Image_794.jpg","A turtle's head is visible above the water's surface."
"336_jpg.rf.bca49b73fab0bf9e63e99c4d849d383c.jpg","A tortoise-like reptile glides through the transparent water of a coastal pond."
"img-000730_jpg.rf.9e294bc4398aeb9cde80ee8b72496eb6.jpg","there are many small turtles on the beach near the ocean"
"367_jpg.rf.ecc04b72e37977b65eccc8f0e193ea85.jpg","araffe turtle swimming in the clear water near a sandy beach"
"img-000171_jpg.rf.679354a5f9f604ade6e704551e09c1d6.jpg","A turtle is immersed in the water."
"Image_780.jpg","there is a turtle swimming in the ocean with many fish"
"img-000248_jpg.rf.749450ce561bce23756195a72abe587d.jpg","there is a turtle that is swimming in a blue bowl"
"Image_958.jpg","A turtle is gliding through the water."
"834_jpg.rf.74f1c0482341c98d421be74db040313f.jpg","A turtle moves effortlessly across the water's surface."
"Image_1305.jpg","A turtle is resting on the beach near the ocean."
"Image_1463.jpg","there are many fish swimming around a turtle on the ocean"
"youtube-85_jpg.rf.2f35f318793876f8abc28e133bdecd2c.jpg","aerial view of three turtle swimming in the ocean"
"img-001860_jpg.rf.2a6cf47a18b0e1636735265e425be4d1.jpg","araffe turtle on the beach with waves crashing in the background"
"Image_970.jpg","there is a turtle swimming in the ocean with sun shining through the water"
"Image_964.jpg","A small turtle swims with numerous fish in the ocean."
"img-000816_jpg.rf.645eb1bd62716dd6066185a65dd4665f.jpg","araffe swimming in the ocean with a white dog in the water"
"Image_1477.jpg","there is a turtle swimming in the water near a rock"
"img-000093_jpg.rf.89cd8ef2946e72e4fc0d30477e74aac2.jpg","araffe turtle laying in the sand on a beach"
"Image_1311.jpg","turtle swimming in the ocean with blue water and rocks"
"img-001295_jpg.rf.18c07f3630d32c3cae56477380158db5.jpg","two turtles swimming in the water near each other"
"img-001670_jpg.rf.ad525452e3570fa2f36f8063d50d462c.jpg","there is a turtle that is laying on the sand with a leaf"
"img-000734_jpg.rf.a3cc3a59925f7764ac7951567cca4798.jpg","turtle in a blue pool with a straw in its mouth"
"Image_555.jpg","A turtle is currently submerged in the water."
"Image_1846.jpg","A turtle coexists with fish in the aquatic environment."
"192_jpg.rf.76baaada76964ed55a6adf6f6f71f937.jpg","A sea turtle glides through the ocean."
"262_jpg.rf.16d099224e38bf7934d28bb55d9d5f8e.jpg","A turtle swims in the ocean surrounded by green."
"Image_233.jpg","The turtle's head protrudes above the water."
"566_jpg.rf.3d57c296b2ba74526a7f893748feaeab.jpg","A turtle is spotted near the coastline in the ocean."
"295_jpg.rf.d5ca5fb7c68bbde99ab65fce0513bc4c.jpg","A turtle is seen swimming in a close-up shot underwater."
"Image_1852.jpg","arafed turtle on a coral reef with a blue background"
"Image_541.jpg","turtle on the ocean floor with corals and fish in the background"
"Image_569.jpg","A turtle glides through the blue waters."
"174_jpg.rf.01bce350f3b0a40707c5da57220409a8.jpg","A green sea turtle glides through the ocean."
"885_jpg.rf.901e4d52ee2cb933a84013619d1550a6.jpg","A turtle swims across the ocean's upper layer."
"img-000202_jpg.rf.445a8eaf3c9060270b427e4a8e136369.jpg","there are many turtles swimming in a pool of water"
"img-000331_jpg.rf.99896cfeea373b20beddf2a54aa61699.jpg","turtle in a blue tub with a number on it"
"img-001363_jpg.rf.d94e3053f881429cafb028ad08663c82.jpg","someone is touching a turtle on the ground with their hands"
"img-002022_jpg.rf.1af67e002976330488ba9cf318bf3c5b.jpg","A turtle's head is visible above the surface while it swims below."
"Image_1885.jpg","A turtle emerges with its head visible above the ocean's surface."
"370_jpg.rf.51c15da40edc40ab3bcea8bda8017584.jpg","there is a turtle swimming in the water near a boat"
"Image_596.jpg","A turtle is in the process of swimming in water."
"774_jpg.rf.fca3356fcf34b1e64d0306e985b6f82b.jpg","A turtle is shown swimming in a nearby sea."
"img-001264_jpg.rf.eee29d0f67093ed7ef0d59106169f47e.jpg","a close up of a turtle on a blue surface with a bottle of beer"
"575_jpg.rf.f9997352ca85060d1a09fa21dc6985de.jpg","A turtle moves smoothly across the water's edge."
"Image_1649.jpg","there is a turtle swimming in a pool with a smile on its face"
"Image_1891.jpg","A turtle is in the water, swimming."
"Image_1661.jpg","there is a turtle that is in a blue bowl with water"
"94_jpg.rf.dc6785af3a5730fad872e5150ec65fa3.jpg","A rare turtle is seen swimming near the coastline."
"Image_1107.jpg","there is a turtle swimming in the water with a lot of water around it"
"img-001791_jpg.rf.de5252a49c095efabe3ee037e3ecd893.jpg","there are two turtles that are laying on the floor together"
"img-000589_jpg.rf.4768f758603143d72061a9993e1aaafc.jpg","there is a turtle swimming in the water with a chain around it"
"img-000172_jpg.rf.ca8cd62b12434a9f0bba4937101d706f.jpg","there are a lot of turtles that are laying on the ground"
"Image_1113.jpg","A turtle glides near a submerged rock in the water."
"Image_1675.jpg","A turtle is visible in the ocean under the sunlight."
"Image_421.jpg","there is a turtle swimming in the water near coral reefs"
"Image_1932.jpg","A turtle is perched on coral."
"Image_347.jpg","A turtle glides through the coral reef with a fish visible in the surrounding waters."
"6ce6ab3ade837893.jpg","three turtles are sitting on a log in the water"
"img-001182_jpg.rf.753d4c34fa66c71fa69bbc9ea782f820.jpg","there are many turtles that are on the beach by the water"
"Image_353.jpg","araffe turtle swimming in the ocean with its head above the water"
"img-001211_jpg.rf.54119d4937dd7c7eeb3ebe2d3c086d74.jpg","a close up of a baby turtle crawling on a sandy beach"
"img-001691_jpg.rf.7d607147abf3a6acd3064dca935777c2.jpg","A turtle is lying on the shoreline close to the sea."
"Image_1098.jpg","A turtle is currently in the water, moving with a swimming motion."
"558_jpg.rf.dd7e2fd49d456bea6a7c1db1e8762868.jpg","A giraffe is spotted in the sea accompanied by a turtle."
"Image_838.png","arafed turtle swimming in the ocean with its head above the water"
"Image_1926.jpg","A turtle swims in the water."
"Image_435.jpg","arafed turtle swimming in the ocean with corals and sponges"
"944_jpg.rf.b24a82f5fecdb5a00477b9d2e5b060ef.jpg","A giraffe is spotted in the ocean alongside a turtle."
"img-002017_jpg.rf.a469f869b41dee5f5c4ebf5585880183.jpg","there is a turtle swimming in a pond with a stick in its mouth"
"img-000303_jpg.rf.31467e809320f447230ee01816e91629.jpg","arafed turtle in a blue bowl with numbers on it"
"Image_1271.png","there are many fish swimming around a turtle in the ocean"
"Image_409.jpg","A turtle is submerged in the water with its beak ajar."
"img-000558_jpg.rf.98281772602b3757339b283baf51d575.jpg","there are two turtles swimming in the water together"
"775_jpg.rf.5e8702651c1a461607e967ffe340e59d.jpg","A turtle swims in a nearby ocean."
"Image_1729.jpg","there is a turtle swimming in the ocean with a yellow ball"
"img-001291_jpg.rf.b1d23924ab1e9b4d74443727056a68c0.jpg","A turtle is currently in the water, swimming."
"img-001872_jpg.rf.cabad523f5b9fa37c687a9b8ca32dcdf.jpg","there is a turtle swimming in the water with a fish"
"Image_384.jpg","A sea turtle glides through the ocean beneath the radiant sunlight."
"Image_390.jpg","arafed turtle swimming in the ocean with scuba divers"
"img-000682_jpg.rf.11748c5dd81d333e2ecef63aa5115b8d.jpg","arafed turtle laying on a scale with a ruler in its mouth"
"Image_28.jpg","there is a turtle swimming in the ocean with a scuba diver"
"Image_1715.jpg","A turtle glides through the ocean's blue waters near rocky shores."
"img-001553_jpg.rf.d5556acc5b197c166ccc728a0dcdef2d.jpg","there is a turtle that is laying on the sand in the water"
"Image_1073.jpg","there is a baby turtle hatched out of an egg on the beach"
"668_jpg.rf.709a07729984f0b8a7a9c261c40ceee4.jpg","a close up of a turtle swimming in the ocean near the shore"
"Image_1067.jpg","The turtle glides through the water."
"img-000993_jpg.rf.3041104717540c23cc2bdc164f52cdb8.jpg","araffe turtle laying on the beach with its head on the sand"
"116_jpg.rf.9c3d6be067158d9f0fa9deb0101fa485.jpg","A green turtle is moving through the ocean."
"Image_14.jpg","The turtle is swimming in the water at this time."
"Image_1701.jpg","A turtle coexists with numerous fish in the water."
"208_jpg.rf.92cf0acf499b72900c951657f25e17d2.jpg","araffe turtle swimming in the ocean with a lot of water"
"img-000800_jpg.rf.f2ae8bd413e091f1cd32bd8aad487466.jpg","A sea turtle rests on the shore with its head buried in the sand."
"Image_145.jpg","A turtle glides through the ocean beneath a blue sky."
"img-001208_jpg.rf.31df68ea50f3c62b434784763d34c7a7.jpg","arafed turtle laying on a gravel beach with a blue ball"
"130a1c00e296867d.jpg","someone is holding a small turtle on a green table"
"img-002046_jpg.rf.79717fa674e083884a8d4261acaf35e1.jpg","A turtle is resting on the ground."
"Image_623.jpg","A turtle is swimming in the water."
"157_jpg.rf.1d7887c6f18e660c5806279c8d8e6b0c.jpg","A turtle is seen in the ocean near the shoreline."
"Image_637.jpg","A turtle is seen gliding through the ocean beneath a blue sky."
"img-001473_jpg.rf.15791edbff899652e8be0493e6190c42.jpg","A turtle lies still on the ground."
"Image_151.jpg","A turtle is submerged in the water with its head exposed."
"img-000108_jpg.rf.5bc1e0f6c9722c829310d3b13b354d95.jpg","araffe turtle crawling on the sand with its head in the sand"
"img-001835_jpg.rf.c969ada624f1bc88e8a1091f791fd480.jpg","The turtle lies stationary on the earth's surface."
"img-001597_jpg.rf.2e864f42ad600c29782af248cc4b95cb.jpg","there are two turtles in a blue bowl with numbers on them"
"Image_179.jpg","there is a turtle swimming in the ocean with a fish"
"img-001312_jpg.rf.fade8e32d0d664802a2cb8629a14703d.jpg","there is a turtle swimming in the water with a lot of fish"
"773_jpg.rf.628c2c89233a12ea4447908bea614dc4.jpg","a turtle swimming in the ocean with its head above the water"
"img-000163_jpg.rf.f8ff64bf0b07b50c17be5797854bf618.jpg","two baby turtles make their way to the ocean from the sand"
"img-001440_jpg.rf.85245c1e114b64fc2f2cfb07e474ba13.jpg","there is a dead bird on the sand with a book"
"Image_186.jpg","The turtle is immersed in the water, moving its limbs."
"599_jpg.rf.68f4d78e16c272e0f64514d83c1ace06.jpg","A giraffe is seen in the ocean with a turtle in the distance."
"img-000173_jpg.rf.f8834f4efb2e53b256424e68bd00e0d0.jpg","someone is cutting a turtle with a knife on a table"
"img-001210_jpg.rf.c5295d72c08147e97ba3f4cdfcd9faf2.jpg","araffe turtle laying in the sand on a beach with the ocean in the background"
"img-001235_jpg.rf.49e39c350baa49ef0b641b1486a7905e.jpg","there is a turtle that is walking on the beach at night"
"img-001070_jpg.rf.bafb20fcbbb5898f966d21084a287ebd.jpg","there is a turtle swimming in the water with a blue background"
"Image_192.jpg","A turtle is visible at the water's surface."
"Image_1259.jpg","A turtle is spotted amidst a coral-filled ocean."
"img-001713_jpg.rf.dd53c630081b74c8b2adba36d3ea1270.jpg","there is a turtle in a container with a tag on it"
"Image_1517.jpg","A turtle with a cheerful expression gazes directly at the viewer."
"Image_804.jpg","A turtle glides through the ocean beneath the warm sunlight."
"Image_810.jpg","A turtle coexists with numerous fish in the ocean."
"6f07a8cd5c75a17d.jpg","there is a sculpture of a turtle and jelly fish made of ice"
"img-001618_jpg.rf.a6b255c66315a95d8c0a096c92bd5983.jpg","there is a turtle that is laying on the beach by the water"
"img-000033_jpg.rf.be08f1eeee32fbc05c66d29effb8465d.jpg","there is a turtle that is laying on the sand in the sand"
"Image_1503.jpg","A turtle is seen with its head above the surface of the sea."
"581_jpg.rf.95b9f25255bd81f5ebd533235d9b4b1c.jpg","araffe turtle swimming in the ocean with a lot of bubbles"
"Image_1265.jpg","A turtle coexists with a fish in the ocean."
"Image_806.jpg","A turtle is gliding in the water close to a nearby rock."
"img-001183_jpg.rf.576ddb0349bac3e5838b1ba5dfd6a6c7.jpg","araffes on the beach with a pink sand and water"
"186_jpg.rf.b2789d79480af9e53ae5033dbcd67daf.jpg","A rare turtle is seen swimming in the ocean's clear water."
"Image_1515.jpg","The turtle is in the water, moving."
"Image_1273.jpg","A turtle is submerged in the sea amidst a substantial amount of water."
"img-000899_jpg.rf.a7113ca8a27b538d3adcd008ab590a38.jpg","A turtle is resting on the beach."
"img-000686_jpg.rf.edd1659996728f361510740e8d797558.jpg","arafed turtle laying on the beach with its head in the sand"
"img-001163_jpg.rf.4dce2be46546e3e566c446fd8514cc1c.jpg","there is a turtle swimming in a pool with a blue background"
"img-000859_jpg.rf.60bc7609013dcd3e4794047d8e5085d4.jpg","there is a small turtle that is walking on the sand"
"Image_1267.jpg","A turtle glides through the ocean under the sunlight."
"Image_1501.jpg","a close up of a turtle swimming in the ocean with its head above the water"
"Image_812.jpg","A turtle has its head exposed above the water as it swims."
"Image_1529.jpg","A turtle swims near coral and schools of fish."
"img-001352_jpg.rf.269b9b9765254c21cb8bb8473d0a0119.jpg","there is a turtle that is laying on the ground in a pool"
"img-001484_jpg.rf.fa57573a9168b48e3168d97ff4ef57d8.jpg","there are many turtles on the beach with a tank in the background"
