"image_path","caption","category"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045644.PNG","a lone turtle is captured swimming in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_031809.PNG","a juvenile sea turtle is captured swimming in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041085.PNG","a marine turtle swims swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_049690.PNG","a lone turtle swims in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_040659.PNG","a lone turtle floats in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016012.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_069561.PNG","a sea turtle swims through the waves surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030870.PNG","a solitary turtle moves in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019204.PNG","a marine turtle swims through the waves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016868.PNG","An image of the open sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_015126.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_017356.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_008695.PNG","an ocean dolphin drifts in the water.","dolphin"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_054592.PNG","an ocean turtle moves swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_008650.PNG","a solitary dolphin floats in the sea.","dolphin"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_025382.PNG","A garbage in the ocean","debris"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_060100.PNG","a swimming turtle moves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_001203.PNG","A garbage in the ocean","debris"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_062293.PNG","an aquatic turtle moves surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011104.PNG","An image of the water","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011170.PNG","An image of marine waters","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_047372.PNG","a juvenile sea turtle swims through the waves within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016554.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_022693.PNG","a green turtle swims in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_047918.PNG","a sea turtle cruises swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_020164.PNG","a sea turtle drifts in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016185.PNG","An image of the open sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019609.PNG","an ocean turtle swims within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030183.PNG","a swimming turtle cruises in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_015095.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_055411.PNG","a green turtle swims through the waves surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_062008.PNG","a swimming turtle cruises in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_054633.PNG","a solitary turtle navigates within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_044807.PNG","a green turtle floats in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_055233.PNG","a turtle navigates in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_031672.PNG","a marine turtle moves within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_049119.PNG","a juvenile sea turtle cruises surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016287.PNG","An image of the ocean's surface","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_055112.PNG","a marine turtle moves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032146.PNG","a marine turtle swims in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_022617.PNG","a swimming turtle swims in the vast ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_044662.PNG","a green turtle cruises surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_021213.PNG","a lone turtle navigates in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041567.PNG","a juvenile sea turtle cruises in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019263.PNG","a solitary turtle swims in the vast ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011205.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011187.PNG","An image of the ocean's surface","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016065.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016125.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_065937.PNG","a lone turtle drifts swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019031.PNG","a swimming turtle swims swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041782.PNG","a green turtle is captured swimming in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_021847.PNG","a marine turtle floats in the vast ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032400.PNG","a solitary turtle floats in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046704.PNG","a marine turtle swims in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019564.PNG","an aquatic turtle swims in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_013687.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041007.PNG","a lone turtle moves in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019555.PNG","a solitary turtle swims in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_069553.PNG","an aquatic turtle is captured swimming in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046330.PNG","an ocean turtle swims through the waves in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016420.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_047354.PNG","a green turtle swims through the waves in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_020670.PNG","a turtle is captured swimming in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_049040.PNG","an aquatic turtle cruises in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046230.PNG","a green turtle is captured swimming in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019968.PNG","a sea turtle drifts in the vast ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_012577.PNG","An image of the water","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_017262.PNG","An image of marine waters","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_054582.PNG","a marine turtle cruises within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_048016.PNG","a sea turtle swims through the waves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019659.PNG","a solitary turtle floats in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019859.PNG","a turtle swims in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030924.PNG","an ocean turtle swims through the waves in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016606.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032314.PNG","a turtle navigates in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046826.PNG","an ocean turtle floats in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032331.PNG","a marine turtle is captured swimming in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019607.PNG","a turtle cruises in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045064.PNG","a sea turtle moves in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045445.PNG","an aquatic turtle floats in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_062337.PNG","a green turtle swims through the waves within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046276.PNG","an aquatic turtle swims through the waves within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019973.PNG","a marine turtle navigates in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_017354.PNG","An image of the water","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_055105.PNG","an ocean turtle swims through the waves swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_059989.PNG","an aquatic turtle swims through the waves in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019254.PNG","a swimming turtle navigates in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_022094.PNG","a sea turtle drifts in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_012609.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032305.PNG","a sea turtle floats surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_069482.PNG","a juvenile sea turtle floats in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011651.PNG","An image of the water","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030239.PNG","a turtle is captured swimming in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_022136.PNG","a turtle is captured swimming surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030942.PNG","a green turtle swims in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_023174.PNG","a lone turtle navigates swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_001207.PNG","A marine litter","debris"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_021240.PNG","a swimming turtle drifts in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016006.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011129.PNG","An image of the ocean's surface","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045881.PNG","a marine turtle moves within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_003013.PNG","An image of marine waters","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_049621.PNG","a marine turtle swims in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045145.PNG","a sea turtle swims through the waves in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019064.PNG","a solitary turtle swims swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_012444.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041648.PNG","a solitary turtle moves swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_031508.PNG","an ocean turtle moves in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046778.PNG","a sea turtle floats in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019863.PNG","a marine turtle swims through the waves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016917.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046030.PNG","an aquatic turtle cruises within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_021892.PNG","a marine turtle swims through the waves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019429.PNG","an ocean turtle navigates in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030109.PNG","an ocean turtle swims swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_020852.PNG","a swimming turtle floats in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_021979.PNG","a juvenile sea turtle cruises swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041990.PNG","a juvenile sea turtle cruises surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_062422.PNG","a green turtle floats in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_020017.PNG","a solitary turtle is captured swimming surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_033267.PNG","a green turtle drifts swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045410.PNG","a swimming turtle swims through the waves swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_031170.PNG","a turtle swims swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_014206.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030170.PNG","a swimming turtle moves in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_054718.PNG","a turtle drifts in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_011191.PNG","An image of the marine surface","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_064473.PNG","a green turtle floats swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_008686.PNG","a marine dolphin swims through the waves in a remote oceanic area.","dolphin"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_023554.PNG","a green turtle drifts in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_016254.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_023603.PNG","a juvenile sea turtle swims in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_015158.PNG","An image of the marine surface","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_056248.PNG","a juvenile sea turtle swims through the waves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_048969.PNG","a swimming turtle moves in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_068466.PNG","a juvenile sea turtle drifts within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_061999.PNG","a marine turtle is captured swimming within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032445.PNG","a sea turtle navigates in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_009348.PNG","a spotted dolphin swims within open sea.","dolphin"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_069523.PNG","a lone turtle is captured swimming in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_014342.PNG","An image of the ocean","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046578.PNG","an ocean turtle swims through the waves in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_031629.PNG","a turtle moves in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_042933.PNG","a marine turtle navigates in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046978.PNG","an aquatic turtle swims through the waves in the ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045929.PNG","an aquatic turtle navigates swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_033190.PNG","a juvenile sea turtle is captured swimming in the sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032362.PNG","a turtle cruises in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_056193.PNG","a swimming turtle navigates swimming in the open ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_017012.PNG","An image of the open sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_046930.PNG","a marine turtle swims through the waves in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030877.PNG","an ocean turtle navigates surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_063475.PNG","a lone turtle swims through the waves in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_030887.PNG","a swimming turtle drifts in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032558.PNG","a marine turtle drifts in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_020847.PNG","a marine turtle cruises surrounded by currents.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_047103.PNG","a solitary turtle swims through the waves in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_009317.PNG","an aquatic dolphin navigates in the water.","dolphin"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_042857.PNG","a sea turtle swims through the waves in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_021095.PNG","a juvenile sea turtle swims in the vast ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_045318.PNG","a juvenile sea turtle navigates in the vast ocean.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019373.PNG","an ocean turtle is captured swimming in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_015120.PNG","An image of the sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019509.PNG","a green turtle cruises in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_049604.PNG","a marine turtle floats within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_054856.PNG","a solitary turtle floats in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_019916.PNG","an ocean turtle cruises within open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_042880.PNG","a sea turtle moves in still marine waters.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_041109.PNG","an ocean turtle is captured swimming in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_060124.PNG","a solitary turtle floats in the deep sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_014201.PNG","An image of the open sea","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_022490.PNG","a juvenile sea turtle drifts in a remote open sea.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_032998.PNG","an aquatic turtle cruises in a remote oceanic area.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_015951.PNG","An image of the ocean's surface","sea"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_068366.PNG","a swimming turtle swims in the water.","turtle"
"/projects/data/turtle-full-v2/images/Train_cropped/cropped_frame_063485.PNG","a sea turtle navigates within open sea.","turtle"
