image_path,caption
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000497109.jpg,A young girl putting a hat on a dog on a couch.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000272566.jpg,two people siting on the ground near many different fruits
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000349430.jpg,Three men with surfboards standing on the beach.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000381463.jpg,"A street with cars and  bus at a stop sign, with an elevated track over road with a commuter train on it against blue sky."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000425870.jpg,a man and a small kid play a video game 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000259452.jpg,"A picture of an open air zone that looks incredible.
"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000302298.jpg,Two giraffe standing on top of a dirt field.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000437117.jpg,A woman swinging a racket at a tennis ball.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000116244.jpg,Sheep wandering in a hilly meadow with their young
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000426453.jpg,a woman is running on a court with a racket
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000254479.jpg,An animal that is climbing up a tree.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000367313.jpg,A samsung cell phone being held in a a hand with a missed alerts message on the screen.  
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000416851.jpg,A woman standing next to a podium holding a tennis racquet.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000324818.jpg,a couple of birds are standing on a branch
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000525988.jpg,Stuffed toy bears on display on shelf in large room.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000070434.jpg,"A restroom with a sink, mirror and towel"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000252833.jpg,The man also talks with his hands while conversing on the phone.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000106266.jpg,A plate that has been filled with meat and fruit 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000493941.jpg,A meal of scallops and broccoli on a pink plate.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000432519.jpg,A group of people are eating sandwiches outside.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000360529.jpg,an assortment of toys being displayed in the store
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000472860.jpg,A person jumping up and catching a frisbee.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000125535.jpg,A bird sitting on the branch of a tree.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000531234.jpg,A man working on a raised motorcycle in a garage.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000251741.jpg,A cop riding on the back of a brown horse.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000085813.jpg,A couple of people hiking up a ski slope riding skis.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000469652.jpg,This a close up picture of the giraffes face his eyes are half closed.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000485236.jpg,Several sliced of pizza sitting on a tray.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000123842.jpg,A TV with two cows standing in a forest displayed on it's screen.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000099081.jpg,A women who is looking at the door of a passenger train.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000470784.jpg,A man carrying boxes down the sidewalk with many other people around carrying umbrellas and walking on a rainy day
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000021503.jpg,"Crackers coated with spread, sitting on a plate, ready to eat."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000309900.jpg,Three young men together with two sitting on a counch and one standing in the middle of the room playing on Wii video game equipment.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000180662.jpg,A very cute small kid sitting by a big bowl of food.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000323263.jpg,A group of people standing around a blue building.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000045586.jpg,A calico cat sleeping on a chair in the sun
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000455210.jpg,A man standing on the shore with a surf board.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000418226.jpg,A group of urinals next to a large aquarium. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000579815.jpg,A man holding a black umbrella outside of a hotel.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000533227.jpg,a person that has a surfboard in his hand
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000229984.jpg,A baseball player swinging a bat towards a ball.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000275202.jpg,a delicious lookign pizza has been cut and quarteered
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000519039.jpg,a big truck going around a  curb 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000399400.jpg,A plane begins to land as seen from the street.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000172279.jpg,Green and blue plastic containers sitting side by side outdoors.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000240287.jpg,A man with a beard standing on the beach with a surfboard under his right arm and he is looking out into the ocean.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000464894.jpg,Horses waiting for the carriage drivers to arrive.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000450845.jpg,A man attempting to swing a bat at a ball.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000271359.jpg,A market place that has a donkey walking in the middle of it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000185698.jpg,"a bunch of cupcakes and pieces of cake, on a table with three stuffed bears"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000091885.jpg,There are two cats laying together on the couch.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000327834.jpg,A large herd of sheep near a stream on a farm.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000504541.jpg,Groceries are lined up on a grocery belt.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000542537.jpg,A man in blue shirt and black pants catching a yellow frisbee.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000439573.jpg,A sandwich with onions and lettuce cut in half.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000224742.jpg,A view of a couple types of toilet items.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000125472.jpg,A skateboarder jumps while trying to perform a trick.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000065430.jpg,A spotted dog is chasing another dog outside
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000048273.jpg,A pile of lots of different oranges with stickers on them.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000202225.jpg,An unoccupied living room with a flat screen tv turned on.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000026209.jpg,"A man riding a motor cycle, four other motor cycles, two cars and a truck."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000309678.jpg,Woman holding tomato over item being prepared for baking.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000293468.jpg,"A yellow, red, and silver train makes its way to the loading platform."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000529069.jpg,A small white bathroom with a sectioned off toilet.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000037615.jpg,Two people who are standing in a room with a fireplace.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000399702.jpg,A plate that has a burger and a bucket of fries on it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000086426.jpg,"A computer desk with a laptop, printer, and speakers."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000076956.jpg,A baseball player throwing a pitch onto the field
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000141002.jpg,A man holding a tennis racquet in front of a blue wall.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000518716.jpg,Two men are feeding a giraffe in a stall.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000127068.jpg,A man looking at a wooden surf board.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000049985.jpg,A person who is sitting in an auditorium across from some electrical equipment.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000556648.jpg,A white smartphone sits atop a display case.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000015440.jpg,an image of a stop sign and yield sign
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000120046.jpg,Zebras sitting in an area with rocks in the background.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000436883.jpg,The green bus is on a street with other traffic. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000283471.jpg,A dog and a cat laying on the red carpet on the floor.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000452224.jpg,A yellow bird is sitting on a tree branch.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000190756.jpg,MOTOR CROSS BIKE AND RIDER IN THE AIR DOING TRICKS
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000245996.jpg,There are two sinks and a toilet in the bathroom.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000449102.jpg,A pitcher is throwing a ball on a baseball field. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000200961.jpg,A man is a blur as he runs to hold something in his hand kneeling towards the grass.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000143120.jpg,A young man making a goofy face holding a doughnut up to his mouth.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000023802.jpg,A man standing by a single engine plane.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000127044.jpg,A group of elderly people on a train platform. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000359268.jpg,THERE IS A STATUE THAT IS ON DISPLAY 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000504256.jpg,This sheep looks silly with this his head stuck in that sign.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000375606.jpg,a woman sitting while looking down at her cell phone
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000034222.jpg,A person sitting on a motorcycle with buildings in the background
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000038714.jpg,"outside, big sky with birds over mountains and  a large body of water make a panoramic view, while in the foreground several large multicolored objects with Asian lettering that might be banners, or kites.are spread out on dark sand.  "
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000051887.jpg,Cross walk sign indicating when to cross the street. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000401037.jpg,A brown teddy bear with a black staff
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000321176.jpg,A woman props an umbrella over her while it rains
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000139099.jpg,A woman is showing a watermelon slice to a woman on a scooter.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000092679.jpg,The cows are looking at the orange laying on the post.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000346968.jpg,A smiling woman in uniform on a cell phone.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000051289.jpg,three muffins one partly eaten on a chair
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000338153.jpg,The traffic lights are pointed in two different directions.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000021036.jpg,A cool looking kite that is on the sand.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000483001.jpg,A large room with a ben and some chairs
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000380609.jpg,"A woman in a santa hat is moving to stand on a surfboard
"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000528786.jpg,Two guys are painting the base of a statue.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000421875.jpg,An espresso machine brewing fresh coffee and a toaster.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000005879.jpg,Two people riding their bikes in the street.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000314430.jpg,A street level view of a fire hydrant.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000210060.jpg,A person walking a dog while riding a bicycle.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000513242.jpg,A close up of a tie on a man 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000264155.jpg,A group of people sitting at a table with pizza.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000105482.jpg,A man taking a swing at a tennis ball
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000225751.jpg,A plate of food has carrots and corn on it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000544009.jpg,A mouse cruelly placed into the toilet bowl for disposal.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000247037.jpg,A person's hand with blood on the tip of the thumb.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000465877.jpg,A chef in a kitchen standing next to a counter with jars and containers.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000490413.jpg,"The airplane is on the ground, but getting ready for takeoff."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000182423.jpg,A street light has a street sign at the top of its pole.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000239455.jpg,Three boats are tied to a dock on a cloudy day.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000318066.jpg,a window sign for a closed Vietnamese restaurant 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000517135.jpg,The boy stands next to the baby elephant on the sidewalk.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000452696.jpg,A black cat sitting on top of a laptop computer.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000034874.jpg,a man and a woman playing with electronic devices in their hand
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000012010.jpg,A very close up picture of some food.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000018699.jpg,A group of people stand together in a line.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000421495.jpg,A small baby seated while holding a fruit
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000494085.jpg,"A clock, notepad, pen and something in a plastic bag on a table."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000254096.jpg,A woman holding a gold cell phone in her hand.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000310227.jpg,Black and white photograph of two bare feet sticking out from the covers of a child's bed
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000408057.jpg,"A city type deck with umbrella, clothes line, table and chair, and planters as well as other random items."
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000270505.jpg,Painted elephant walking on roadway with rider in city .
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000320524.jpg,Baseball player in the middle of his swing with a crowd looking on. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000151005.jpg,A few of a bench that is covered in grass and dirt.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000352755.jpg,Two horses eating grass inside a fenced field 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000025424.jpg,a tennis player swinging at the tennis ball
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000360902.jpg,A basket topped with sandwiches and a pickle.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000119677.jpg,A tiny square of cake beside a two tonged fork
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000468379.jpg,A small rodent is seen amongst clothing in a suitcase.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000047524.jpg,The man is holding an object in his hands.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000044045.jpg,A bicycle leaned up on a stop sign.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000053364.jpg,Several girls and women walking down the street carrying umbrellas.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000569464.jpg,A white and blue vase with a peach rose in it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000445574.jpg,Baseball players watching their team mates play a game
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000562292.jpg,The legs of some people sitting on a low wall.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000414201.jpg,"A smiling, elderly couple cut a cake together"
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000136411.jpg,Stop sign with intended pun written in below it.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000067563.jpg,Working elephants in a village meander along a river bank. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000330369.jpg,A boat going through the water with a wall in back.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000326774.jpg,A young man sitting on top of a bull statue.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000032715.jpg,A woman and child are flying a kite on a beach.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000219524.jpg,A large black bear moving toward a vehicle.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000470931.jpg,A bunch of ripe bananas hanging from the top of a tree.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000001029.jpg,Some barbed wire up close and an airplane taking off.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000366782.jpg,The boat is gliding threw the water. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000163447.jpg,a pair of vases with flowers are under a chandelier
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000514529.jpg,A kitesurfing person moves in front of mountains. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000376718.jpg,A large bed sits in the corner of a bedroom near a framed picture and pair of lamps.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000196594.jpg,3 different signs and 3 different clocks on the wall
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000105120.jpg,Three photos of a cat nuzzling another cat.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000104930.jpg,Muffins sitting out on an oven rack in a kitchen.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000082558.jpg,A yellow room with a ceiling fan and covered furniture. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000544638.jpg,A group of boats next to a harbor with buildings in background.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000334194.jpg,A bear sanding on its back legs leaning against a tree reaching up.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000239445.jpg,A man with a white t-shirt on with a frisbee in his hand. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000249506.jpg,A wooden table hosts older computers and an outdated laptop.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000168146.jpg,A black and white cat laying on a bed
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000007278.jpg,A man that is on a surfboard in the water.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000247543.jpg,There is a yellow and green train seen riding on the tracks
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000337488.jpg,A skate boarder wearing a helmet is going up the slope.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000491216.jpg,A kitchen with a cat walking past a refrigerator freezer.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000255135.jpg,a stop sign knocked over laying on the sidewalk
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000179869.jpg,several canoes on the shore under the trees
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000358795.jpg,a number of street signs on a pole on a city street
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000211294.jpg,A fire truck parked on the side of the road. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000162799.jpg,A female tennis player on the court holding a racket.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000094360.jpg,Several people sitting in the rain with their umbrellas up. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000392443.jpg,A man on a surfboard in the water.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000500446.jpg,a clock in the wall above a big window
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000222828.jpg,3 people smile in the airport amongst a crowd.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000514016.jpg,A bus and truck on a downtown city street in front of buildings.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000296098.jpg,The spire with the clock faces reaches towards the sky.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000296284.jpg,A donut shop is full of different flavors of donuts.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000439897.jpg,Person sitting in front of a pizza plate in the middle of restaurant. 
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000201148.jpg,A train track junction with a train on one of the tracks.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000266981.jpg,People sit and walk around a large hotel parking lot.
/projects/data/turtle-full-v2/COCO/COCO_val2014_000000377361.jpg,A girl with pink hair standing next to a giraffe.
