image_path,caption,category
/workspace/Train_cropped/cropped_frame_061916.PNG,a green turtle is captured swimming within open sea.,turtle
/workspace/COCO/COCO_val2014_000000017207.jpg,A white bus with a flat tire sitting next to a bench.,person
/workspace/COCO/COCO_val2014_000000010496.jpg,A person on a rock looking at the city,person
/workspace/COCO/COCO_val2014_000000028957.jpg,A bear that is trying to eat some fruit off a tree.,animal
/workspace/COCO/COCO_val2014_000000437262.jpg,Men carrying their skis up a snowy slope in the mountains,sports
/workspace/Train_cropped/cropped_frame_032980.PNG,a swimming turtle swims through the waves in the deep sea.,turtle
/workspace/Train_cropped/cropped_frame_047580.PNG,a marine turtle floats in the vast ocean.,turtle
/workspace/COCO/COCO_val2014_000000427256.jpg,Baseball batter and catcher awaiting the pitch at the plate.,person
/workspace/Train_cropped/cropped_frame_041754.PNG,a sea turtle moves in a remote open sea.,turtle
/workspace/Train_cropped/cropped_frame_045873.PNG,an ocean turtle moves in still marine waters.,turtle
/workspace/COCO/COCO_val2014_000000173117.jpg,A man in a dress shirt holding a bat over his shoulder.,sports
/workspace/Train_cropped/cropped_frame_040824.PNG,a sea turtle cruises in still marine waters.,turtle
/workspace/Train_cropped/cropped_frame_068419.PNG,an ocean turtle swims in the water.,turtle
/workspace/COCO/COCO_val2014_000000009274.jpg,"A single pillar with a clock is near approaching traffic, including a police car. ",outdoor
/workspace/COCO/COCO_val2014_000000255631.jpg,A bedroom with twin beds and matching linen.,furniture
/workspace/COCO/COCO_val2014_000000483108.jpg,a guy that is riding his bike next to a train,outdoor
/workspace/COCO/COCO_val2014_000000240742.jpg,A white plate topped with a salad and a piece of garlic bread.,food
/workspace/Train_cropped/cropped_frame_041733.PNG,a turtle navigates in a remote open sea.,turtle
/workspace/Train_cropped/cropped_frame_023007.PNG,a juvenile sea turtle is captured swimming in a remote open sea.,turtle
/workspace/Train_cropped/cropped_frame_047407.PNG,a swimming turtle swims in still marine waters.,turtle
/workspace/COCO/COCO_val2014_000000516867.jpg,A hotel room with plenty of pillows and a round mirror.,furniture
/workspace/Train_cropped/cropped_frame_054678.PNG,a turtle is captured swimming in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000335288.jpg,The dog is laying on the ground with his owner rubbing him.,furniture
/workspace/Train_cropped/cropped_frame_050127.PNG,a green turtle navigates in a remote open sea.,turtle
/workspace/COCO/COCO_val2014_000000000590.jpg,A wall inside of a white room covered in lots of newspaper article clippings.,kitchen
/workspace/Train_cropped/cropped_frame_017354.PNG,An image of the ocean's surface,sea
/workspace/Train_cropped/cropped_frame_023258.PNG,a swimming turtle drifts in the deep sea.,turtle
/workspace/COCO/COCO_val2014_000000479948.jpg,A baseball player holding a baseball bat during a baseball game.,person
/workspace/Train_cropped/cropped_frame_044232.PNG,a lone turtle drifts in the ocean.,turtle
/workspace/Train_cropped/cropped_frame_044291.PNG,a swimming turtle floats in a remote oceanic area.,turtle
/workspace/Train_cropped/cropped_frame_012591.PNG,An image of the open sea,sea
/workspace/COCO/COCO_val2014_000000561433.jpg,a person riding a motorcycle near a stop sign ,vehicle
/workspace/COCO/COCO_val2014_000000356349.jpg,"A dining room table that is set with plates, silverware and a floral center piece.",furniture
/workspace/COCO/COCO_val2014_000000280865.jpg,Celery and other foods are shown on top of bread. ,food
/workspace/Train_cropped/cropped_frame_022760.PNG,a marine turtle navigates in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000090011.jpg,A woman cutting a young mans hair on the deck.,indoor
/workspace/COCO/COCO_val2014_000000245818.jpg,An overturned bus with a person wearing protective gear sorting through debris.,vehicle
/workspace/COCO/COCO_val2014_000000187989.jpg,planes are flying together in a line in the air,vehicle
/workspace/Train_cropped/cropped_frame_016080.PNG,An image of the open sea,sea
/workspace/COCO/COCO_val2014_000000411968.jpg,A clean bathroom is pictured in this image.,furniture
/workspace/Train_cropped/cropped_frame_021692.PNG,an aquatic turtle swims in the deep sea.,turtle
/workspace/COCO/COCO_val2014_000000010219.jpg,A white dog laying in the grass next to a red Frisbee. ,sports
/workspace/Train_cropped/cropped_frame_008738.PNG,a juvenile dolphin drifts in the water.,dolphin
/workspace/COCO/COCO_val2014_000000157847.jpg,A lone bird soaring over a lush green valley.,animal
/workspace/COCO/COCO_val2014_000000201120.jpg,A table with a number of fabrics in different colors. ,furniture
/workspace/Train_cropped/cropped_frame_020331.PNG,a green turtle moves within open sea.,turtle
/workspace/COCO/COCO_val2014_000000106849.jpg,A couple of men standing inside of a liquor store.,person
/workspace/COCO/COCO_val2014_000000454982.jpg,Two laptops sitting side by side with their tops open.,kitchen
/workspace/COCO/COCO_val2014_000000213171.jpg,A man in black shirt standing in field with baseball mitt.,sports
/workspace/COCO/COCO_val2014_000000313735.jpg,Young boy holding an umbrella on a rainy day.,accessory
/workspace/Train_cropped/cropped_frame_046351.PNG,a marine turtle is captured swimming in the sea.,turtle
/workspace/COCO/COCO_val2014_000000237420.jpg,Three men and three women posing on a beach in front of surf boards.,person
/workspace/COCO/COCO_val2014_000000505040.jpg,A train is moving through grass covered plains.,vehicle
/workspace/COCO/COCO_val2014_000000451471.jpg,"A row of motorcycles lined up out side ""RAY'S TAVERN""",outdoor
/workspace/COCO/COCO_val2014_000000326086.jpg,A group of people that are playing a game.,furniture
/workspace/COCO/COCO_val2014_000000376443.jpg,A white bear sleeping on a rocky ledge.,animal
/workspace/Train_cropped/cropped_frame_042028.PNG,a juvenile sea turtle moves in the deep sea.,turtle
/workspace/Train_cropped/cropped_frame_045911.PNG,a green turtle swims through the waves in a remote open sea.,turtle
/workspace/Train_cropped/cropped_frame_044753.PNG,an aquatic turtle cruises in the deep sea.,turtle
/workspace/COCO/COCO_val2014_000000127520.jpg,A street with traffic stopped by a person directing traffic.,vehicle
/workspace/Train_cropped/cropped_frame_014392.PNG,An image of the ocean's surface,sea
/workspace/COCO/COCO_val2014_000000241155.jpg,A subway train on the track in a subway..,person
/workspace/Train_cropped/cropped_frame_012625.PNG,An image of the ocean's surface,sea
/workspace/Train_cropped/cropped_frame_015124.PNG,An image of the sea,sea
/workspace/Train_cropped/cropped_frame_047227.PNG,a juvenile sea turtle swims in the ocean.,turtle
/workspace/COCO/COCO_val2014_000000367579.jpg,A brown and black horse are grazing in the grass.,animal
/workspace/COCO/COCO_val2014_000000173584.jpg,Two fighter jets flying through a blue sky.,vehicle
/workspace/COCO/COCO_val2014_000000513993.jpg,A clutter bookshelf with a microwave to the side. ,indoor
/workspace/COCO/COCO_val2014_000000321176.jpg,A woman props an umbrella over her while it rains,person
/workspace/COCO/COCO_val2014_000000453860.jpg,two black bags placed standing on the ground,accessory
/workspace/COCO/COCO_val2014_000000255076.jpg,Wicker baskets displaying apples and oranges in a supermarket.,food
/workspace/COCO/COCO_val2014_000000483401.jpg,A man is standing in the kitchen preparing food.,appliance
/workspace/COCO/COCO_val2014_000000363048.jpg,A girl is sitting behind the man in the bike.,accessory
/workspace/Train_cropped/cropped_frame_012745.PNG,An image of marine waters,sea
/workspace/Train_cropped/cropped_frame_030902.PNG,a juvenile sea turtle cruises in the ocean.,turtle
/workspace/COCO/COCO_val2014_000000094168.jpg,A train engine is pulling train cars on the tracks.,outdoor
/workspace/COCO/COCO_val2014_000000124039.jpg,Teddy bear resting on the stool next to the dresser,indoor
/workspace/COCO/COCO_val2014_000000575624.jpg,The cattle are lying in the green pasture.,animal
/workspace/COCO/COCO_val2014_000000144878.jpg,Two men with a big truck hauling a car are parked off  a road that looks like desert like.,person
/workspace/COCO/COCO_val2014_000000309938.jpg,there is a little dog sitting on some books.,animal
/workspace/COCO/COCO_val2014_000000470417.jpg,Two surfers on the top of a large rolling wave. ,sports
/workspace/COCO/COCO_val2014_000000162887.jpg,A pair of human hands hold a variety of watches in varying styles.,indoor
/workspace/Train_cropped/cropped_frame_049003.PNG,a green turtle swims through the waves in the vast ocean.,turtle
/workspace/Train_cropped/cropped_frame_049451.PNG,a solitary turtle floats in the water.,turtle
/workspace/Train_cropped/cropped_frame_020826.PNG,an aquatic turtle swims through the waves in the vast ocean.,turtle
/workspace/Train_cropped/cropped_frame_020808.PNG,an aquatic turtle cruises in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000113413.jpg,A huge cargo ship sits empty in a bay reflecting blue skies.,vehicle
/workspace/Train_cropped/cropped_frame_047819.PNG,a turtle swims through the waves in the vast ocean.,turtle
/workspace/COCO/COCO_val2014_000000562207.jpg,A group of people are standing next to an elephant emerging from the water.,kitchen
/workspace/COCO/COCO_val2014_000000097646.jpg,two skateboarders walking up some steps one is holding two skateboards,person
/workspace/Train_cropped/cropped_frame_012820.PNG,An image of the open sea,sea
/workspace/COCO/COCO_val2014_000000256223.jpg,The breakfast is ready to be eaten on the table.,kitchen
/workspace/COCO/COCO_val2014_000000336245.jpg,A beautiful blonde woman sitting in a  chair while wearing boots.,furniture
/workspace/COCO/COCO_val2014_000000357041.jpg,"A lone, blue and orange bird sits on a bare tree.",animal
/workspace/COCO/COCO_val2014_000000361268.jpg,A brown and white cow grazing in yard next to street.,animal
/workspace/Train_cropped/cropped_frame_047442.PNG,a green turtle swims through the waves swimming in the open ocean.,turtle
/workspace/Train_cropped/cropped_frame_035368.PNG,a green turtle is captured swimming in the sea.,turtle
/workspace/COCO/COCO_val2014_000000380140.jpg,an image of a woman photographing a  famous park bench,person
/workspace/COCO/COCO_val2014_000000327089.jpg,Children are getting off a bus while a woman directs them.,outdoor
/workspace/Train_cropped/cropped_frame_017551.PNG,An image of the water,sea
/workspace/COCO/COCO_val2014_000000256097.jpg,a close up of a flower on a small vase ,indoor
/workspace/Train_cropped/cropped_frame_064589.PNG,a lone turtle swims through the waves swimming in the open ocean.,turtle
/workspace/COCO/COCO_val2014_000000185125.jpg,A little boy sitting in the living room.,person
/workspace/Train_cropped/cropped_frame_008932.PNG,an ocean dolphin cruises in the deep sea.,dolphin
/workspace/COCO/COCO_val2014_000000499480.jpg,A small kitchen with white appliances and a laminate counter top.,appliance
/workspace/Train_cropped/cropped_frame_056269.PNG,an ocean turtle cruises in a remote open sea.,turtle
/workspace/Train_cropped/cropped_frame_042119.PNG,a turtle is captured swimming in the vast ocean.,turtle
/workspace/COCO/COCO_val2014_000000257965.jpg,A man high in the air doing a snow boarding trick.,sports
/workspace/COCO/COCO_val2014_000000126592.jpg,a red stop sign with a street sign attached,outdoor
/workspace/COCO/COCO_val2014_000000528098.jpg,a man that is sitting down with a guitar ,person
/workspace/COCO/COCO_val2014_000000024144.jpg,A cheese pizza from a store in a box. ,food
/workspace/Train_cropped/cropped_frame_045511.PNG,an ocean turtle drifts in a remote open sea.,turtle
/workspace/COCO/COCO_val2014_000000240481.jpg,A woman in a short dress holding a tennis racquet.,person
/workspace/Train_cropped/cropped_frame_050054.PNG,a turtle swims surrounded by currents.,turtle
/workspace/COCO/COCO_val2014_000000012016.jpg,A street sign that has two street names on it and a building in the background.,outdoor
/workspace/Train_cropped/cropped_frame_017102.PNG,An image of the ocean's surface,sea
/workspace/COCO/COCO_val2014_000000487349.jpg,An elder woman is frying up some donuts in the pan.,food
/workspace/COCO/COCO_val2014_000000411866.jpg,A yellow train is parked on the tracks at a station.,vehicle
/workspace/COCO/COCO_val2014_000000531111.jpg,A bathroom with a black and white checkered floor.,appliance
/workspace/COCO/COCO_val2014_000000279083.jpg,A baseball player pitching a ball on top of a field.,person
/workspace/Train_cropped/cropped_frame_016175.PNG,An image of the open sea,sea
/workspace/COCO/COCO_val2014_000000307794.jpg,Batter and catcher playing in a game of baseball.,outdoor
/workspace/COCO/COCO_val2014_000000003067.jpg,A small kitchen sniffing at a sandwich on a desk,food
/workspace/Train_cropped/cropped_frame_015143.PNG,An image of the water,sea
/workspace/COCO/COCO_val2014_000000569972.jpg,A man that is standing in the water near a wind surfboard.,person
/workspace/COCO/COCO_val2014_000000296151.jpg,A pile of stuffed animals are on a bed.,indoor
/workspace/COCO/COCO_val2014_000000551944.jpg,"Lone Nordic skier on a well worn track through a snowy ""wonderland""",person
/workspace/Train_cropped/cropped_frame_065922.PNG,an aquatic turtle swims in the ocean.,turtle
/workspace/Train_cropped/cropped_frame_055275.PNG,a lone turtle swims through the waves in the deep sea.,turtle
/workspace/COCO/COCO_val2014_000000466052.jpg,A coffee mug sits in the corner on a counter with several items in it.,kitchen
/workspace/COCO/COCO_val2014_000000472678.jpg,"An office desk with two computer screens, books diagrams and a phone on it.",kitchen
/workspace/Train_cropped/cropped_frame_025109.PNG,A debris in the ocean,debris
/workspace/Train_cropped/cropped_frame_016216.PNG,An image of the sea,sea
/workspace/COCO/COCO_val2014_000000226058.jpg,A boy and girl teddy bear are posed next to each other on a couch.,furniture
/workspace/Train_cropped/cropped_frame_054833.PNG,a green turtle swims in a remote oceanic area.,turtle
/workspace/Train_cropped/cropped_frame_016425.PNG,An image of the open sea,sea
/workspace/Train_cropped/cropped_frame_030083.PNG,a lone turtle swims in the sea.,turtle
/workspace/COCO/COCO_val2014_000000015260.jpg,A cake cover is made to look like a wire birdcage. ,animal
/workspace/COCO/COCO_val2014_000000234370.jpg,A close up of an elephant in a field.,animal
/workspace/Train_cropped/cropped_frame_016870.PNG,An image of the open sea,sea
/workspace/Train_cropped/cropped_frame_041062.PNG,a green turtle swims in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000370596.jpg,Someone parks their motor scooter along with the bikes.,vehicle
/workspace/Train_cropped/cropped_frame_022544.PNG,a juvenile sea turtle swims in the deep sea.,turtle
/workspace/Train_cropped/cropped_frame_047559.PNG,an ocean turtle drifts within open sea.,turtle
/workspace/COCO/COCO_val2014_000000172922.jpg,Three men in suits are standing in front of a black backdrop.,accessory
/workspace/Train_cropped/cropped_frame_049176.PNG,a green turtle swims through the waves in the ocean.,turtle
/workspace/COCO/COCO_val2014_000000418949.jpg,a batter standing on the side watching a baseball game ,sports
/workspace/COCO/COCO_val2014_000000229960.jpg,A person sitting at a table with a pizza on a plate.,person
/workspace/COCO/COCO_val2014_000000000923.jpg,A commuter train pulling out of a suburban station.,vehicle
/workspace/COCO/COCO_val2014_000000320370.jpg,A young man standing on top of a green field.,sports
/workspace/COCO/COCO_val2014_000000024636.jpg,a bathroom with a big mirror and counter ,kitchen
/workspace/Train_cropped/cropped_frame_049979.PNG,a swimming turtle navigates in the vast ocean.,turtle
/workspace/Train_cropped/cropped_frame_030082.PNG,a marine turtle drifts in still marine waters.,turtle
/workspace/COCO/COCO_val2014_000000431901.jpg,A zebra eating grass out in a field.,animal
/workspace/Train_cropped/cropped_frame_054846.PNG,a turtle moves in the deep sea.,turtle
/workspace/Train_cropped/cropped_frame_041221.PNG,a lone turtle navigates in the water.,turtle
/workspace/Train_cropped/cropped_frame_045656.PNG,a juvenile sea turtle floats in the water.,turtle
/workspace/COCO/COCO_val2014_000000114303.jpg,"A bathroom has a tub, sink, and mirror in it.",indoor
/workspace/COCO/COCO_val2014_000000195353.jpg,A black cat sitting on stand in front of a window.,indoor
/workspace/COCO/COCO_val2014_000000520585.jpg,A group of men and women are seated ,sports
/workspace/Train_cropped/cropped_frame_011187.PNG,An image of marine waters,sea
/workspace/Train_cropped/cropped_frame_047212.PNG,a swimming turtle swims within open sea.,turtle
/workspace/COCO/COCO_val2014_000000067886.jpg,a boy following a man holding a surfboard in the water ,person
/workspace/Train_cropped/cropped_frame_029927.PNG,a solitary turtle drifts surrounded by currents.,turtle
/workspace/COCO/COCO_val2014_000000406873.jpg,A man helping a woman get on top of an elephant.,accessory
/workspace/Train_cropped/cropped_frame_054544.PNG,a green turtle swims in the ocean.,turtle
/workspace/Train_cropped/cropped_frame_032522.PNG,a swimming turtle drifts in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000343561.jpg,there are many bike riders racing in a street race,vehicle
/workspace/Train_cropped/cropped_frame_050160.PNG,a swimming turtle navigates in a remote open sea.,turtle
/workspace/COCO/COCO_val2014_000000311206.jpg,A bear in a zoo rubbing its rear on a wall,animal
/workspace/Train_cropped/cropped_frame_047508.PNG,an aquatic turtle floats in the sea.,turtle
/workspace/COCO/COCO_val2014_000000033882.jpg,A young precocious girl clutching her teddy bear.,person
/workspace/COCO/COCO_val2014_000000042375.jpg,Two women laugh while sampling multiple glasses of wine.,kitchen
/workspace/COCO/COCO_val2014_000000251242.jpg,A little girl blowing out the candles of a cake.,kitchen
/workspace/Train_cropped/cropped_frame_015115.PNG,An image of the sea,sea
/workspace/Train_cropped/cropped_frame_046356.PNG,a juvenile sea turtle navigates within open sea.,turtle
/workspace/COCO/COCO_val2014_000000050324.jpg,Computer animated people in a computer animated park.,person
/workspace/COCO/COCO_val2014_000000211141.jpg,A black and white image of a lady on her cell phone while sitting down. ,person
/workspace/COCO/COCO_val2014_000000503431.jpg,Various sheep are standing near a small puddle. ,animal
/workspace/COCO/COCO_val2014_000000462466.jpg,a lady lighting candles on a birthday cake,food
/workspace/Train_cropped/cropped_frame_022000.PNG,a lone turtle is captured swimming within open sea.,turtle
/workspace/COCO/COCO_val2014_000000191893.jpg,The old picture is of a metro train passing a building. ,vehicle
/workspace/COCO/COCO_val2014_000000573759.jpg,Guy riding in his boat with thee dogs,animal
/workspace/Train_cropped/cropped_frame_044909.PNG,an ocean turtle floats in the vast ocean.,turtle
/workspace/COCO/COCO_val2014_000000212895.jpg,A giraffe standing in front of a grassy plain and blue sky.,animal
/workspace/COCO/COCO_val2014_000000555900.jpg,"A toaster oven on a counter is open with a tray of muffins in it, with two muffins on plates to the side.",food
/workspace/Train_cropped/cropped_frame_065882.PNG,a solitary turtle is captured swimming swimming in the open ocean.,turtle
/workspace/COCO/COCO_val2014_000000210081.jpg,Many skiers on a slope high up on a mountain,person
/workspace/COCO/COCO_val2014_000000345520.jpg,two males wearing blue and two elephants in water,animal
/workspace/Train_cropped/cropped_frame_047109.PNG,a sea turtle swims swimming in the open ocean.,turtle
/workspace/Train_cropped/cropped_frame_017125.PNG,An image of the ocean's surface,sea
/workspace/COCO/COCO_val2014_000000575946.jpg,A white toilet inside of a small bathroom.,furniture
/workspace/COCO/COCO_val2014_000000353275.jpg,"A pepperoni, zucchini and broccoli pizza with a white sauce.",food
/workspace/COCO/COCO_val2014_000000544956.jpg,Three women are sitting on a bench in a museum using their phones.,outdoor
/workspace/COCO/COCO_val2014_000000476335.jpg,Three merchants are preparing food in a kitchen.,appliance
/workspace/COCO/COCO_val2014_000000372652.jpg,A large black bear trekking through a grass covered field.,animal
/workspace/Train_cropped/cropped_frame_047884.PNG,a swimming turtle moves in a remote open sea.,turtle
/workspace/Train_cropped/cropped_frame_011597.PNG,An image of the ocean's surface,sea
/workspace/COCO/COCO_val2014_000000075033.jpg,The man is flying his kite in the park. ,person
/workspace/Train_cropped/cropped_frame_022379.PNG,a green turtle is captured swimming in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000520636.jpg,Stuffed grey teddy bears sitting side by side wearing knitted sweaters and hats.,furniture
/workspace/Train_cropped/cropped_frame_040968.PNG,a swimming turtle swims in a remote oceanic area.,turtle
/workspace/Train_cropped/cropped_frame_023272.PNG,a juvenile sea turtle swims through the waves in the ocean.,turtle
/workspace/COCO/COCO_val2014_000000135748.jpg,A tiny dog in a doggy bed covered with a blanket.,kitchen
/workspace/COCO/COCO_val2014_000000444777.jpg,Small bunk beds with backpacks and bedding and sheets.,accessory
/workspace/COCO/COCO_val2014_000000498511.jpg,A horse crops grass against a majestic mountain backdrop. ,animal
/workspace/Train_cropped/cropped_frame_017256.PNG,An image of the water,sea
/workspace/Train_cropped/cropped_frame_019245.PNG,an ocean turtle swims through the waves in the deep sea.,turtle
/workspace/COCO/COCO_val2014_000000285106.jpg,A person with rain coat and umbrella walking in heavy rain,accessory
/workspace/Train_cropped/cropped_frame_041876.PNG,a swimming turtle floats in the sea.,turtle
/workspace/COCO/COCO_val2014_000000573686.jpg,A couple of women standing next to each other holding skis.,person
/workspace/COCO/COCO_val2014_000000562778.jpg,A tennis player is hitting the tennis ball on the tennis court. ,furniture
/workspace/COCO/COCO_val2014_000000517465.jpg,A person is catching a soccer ball near a net.,sports
/workspace/COCO/COCO_val2014_000000524245.jpg,Yorkshire terrier puppy rides in his owner's backpack. ,animal
/workspace/COCO/COCO_val2014_000000467138.jpg,A woman is holding a tennis racquet on the tennis court,person
/workspace/COCO/COCO_val2014_000000173057.jpg,A large clock tower sitting over a fountain of water,indoor
/workspace/COCO/COCO_val2014_000000054301.jpg,A man with a bat stands at a base.,sports
/workspace/Train_cropped/cropped_frame_023393.PNG,a marine turtle is captured swimming within open sea.,turtle
/workspace/Train_cropped/cropped_frame_023337.PNG,a swimming turtle floats in the vast ocean.,turtle
/workspace/Train_cropped/cropped_frame_023083.PNG,a juvenile sea turtle is captured swimming in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000279696.jpg,A sad clown with a patrion at the event,electronic
/workspace/Train_cropped/cropped_frame_011156.PNG,An image of the ocean's surface,sea
/workspace/COCO/COCO_val2014_000000482562.jpg,A kitchen with wooden cabinets and storage areas,kitchen
/workspace/COCO/COCO_val2014_000000090108.jpg,A bathroom with blue walls and white tiles.,furniture
/workspace/Train_cropped/cropped_frame_041031.PNG,a swimming turtle swims through the waves in a remote oceanic area.,turtle
/workspace/COCO/COCO_val2014_000000403038.jpg,A very thick meat sandwich on a plate and a small drink sitting next to it.,furniture
/workspace/COCO/COCO_val2014_000000524638.jpg,a young boy in a gray sweater throwing a green Frisbee in a park,sports
/workspace/Train_cropped/cropped_frame_047664.PNG,an ocean turtle cruises in a remote oceanic area.,turtle
/workspace/Train_cropped/cropped_frame_032622.PNG,a juvenile sea turtle drifts in the water.,turtle
/workspace/COCO/COCO_val2014_000000314426.jpg,Big Ben is always recognizable in London England.,indoor
/workspace/COCO/COCO_val2014_000000181007.jpg,A stoplight is on a street in the dark.,outdoor
/workspace/Train_cropped/cropped_frame_056154.PNG,a juvenile sea turtle swims through the waves in the deep sea.,turtle
/workspace/Train_cropped/cropped_frame_017308.PNG,An image of marine waters,sea
/workspace/Train_cropped/cropped_frame_014068.PNG,An image of the marine surface,sea
/workspace/Train_cropped/cropped_frame_032997.PNG,a lone turtle swims in still marine waters.,turtle
/workspace/COCO/COCO_val2014_000000489611.jpg,a close up of a young child playing nintendo wii,furniture
/workspace/COCO/COCO_val2014_000000437231.jpg,Two dogs are resting on a chair that has a blanket on it.,animal
/workspace/COCO/COCO_val2014_000000318524.jpg,A rusty vehicle frame sitting in a field.,vehicle
/workspace/Train_cropped/cropped_frame_044857.PNG,a turtle moves within open sea.,turtle
/workspace/COCO/COCO_val2014_000000186632.jpg,A flat screen TV sitting in a living room in front of a dining room table.,indoor
/workspace/COCO/COCO_val2014_000000052507.jpg,A person that is going out in the water.,sports
/workspace/COCO/COCO_val2014_000000047686.jpg,A woman on a tennis court about to serve,person
/workspace/Train_cropped/cropped_frame_063436.PNG,an aquatic turtle swims through the waves within open sea.,turtle
/workspace/COCO/COCO_val2014_000000420963.jpg,The idiot crosses the city street directly in front of oncoming traffic.,accessory
/workspace/Train_cropped/cropped_frame_017253.PNG,An image of marine waters,sea
/workspace/COCO/COCO_val2014_000000414578.jpg,a man resting on a bench surrounde by shrubs and a tree,person
/workspace/COCO/COCO_val2014_000000443868.jpg,A red and white double decker bus driving past a building.,person
/workspace/Train_cropped/cropped_frame_044840.PNG,an ocean turtle drifts in the deep sea.,turtle
/workspace/Train_cropped/cropped_frame_017263.PNG,An image of the ocean's surface,sea
/workspace/Train_cropped/cropped_frame_022252.PNG,a swimming turtle floats in the ocean.,turtle
/workspace/Train_cropped/cropped_frame_047961.PNG,a turtle floats in still marine waters.,turtle
/workspace/COCO/COCO_val2014_000000098801.jpg,a man stands on a beach with a surf board ,sports
/workspace/COCO/COCO_val2014_000000055594.jpg,A young boy looks at produce in a street market.,food
/workspace/Train_cropped/cropped_frame_023549.PNG,a marine turtle swims swimming in the open ocean.,turtle
/workspace/Train_cropped/cropped_frame_031354.PNG,a green turtle swims swimming in the open ocean.,turtle
/workspace/COCO/COCO_val2014_000000377814.jpg,A box of donuts that is opened up.,food
/workspace/COCO/COCO_val2014_000000178254.jpg, A couple walks down a building lined street in the city.,accessory
/workspace/COCO/COCO_val2014_000000290170.jpg,A man rides a dirt bike across a parking lot past 2 pickup trucks.,vehicle
/workspace/Train_cropped/cropped_frame_012749.PNG,An image of the marine surface,sea
/workspace/Train_cropped/cropped_frame_025259.PNG,A marine litter,debris
/workspace/COCO/COCO_val2014_000000087156.jpg,A train sits on the tracks in front of a mountain range.,vehicle
/workspace/Train_cropped/cropped_frame_045928.PNG,a green turtle swims through the waves in the ocean.,turtle
